Depth (km) VP (km/s) VP/VS Density (g/cm3)
0.0 5.30 1.78 2.75
4.0 5.90 1.78 2.75
6.5 6.10 1.78 2.95
11.0 6.40 1.78 2.95
16.0 6.70 1.78 2.95
21.0 6.80 1.78 3.00
25.0 6.95 1.78 3.00
29.0 7.20 1.78 3.00
32.0 7.40 1.85 3.10
40.0 7.40 1.85 3.10
200.0 8.20 1.85 3.457 
