Depth (km) Density (g/cm3)
-10.0 2.75
0.0 2.75
5.0 2.75
9.0 2.95
13.0 2.95
16.0 2.95
20.0 2.95
25.0 3.00
30.0 3.00
35.0 3.10
40.0 3.10
50.0 3.10
65.0 3.20
90.0 3.20
700.0 4.00
