lon,lat,x,y,z,vp,vs,vp_vs_ratio
-84.700,11.179,0.000,220.000,30.000,7.390,0.000,0.0000
-84.700,11.179,0.000,220.000,35.000,7.550,0.000,0.0000
-84.700,11.179,0.000,220.000,40.000,8.140,0.000,0.0000
-84.700,11.179,0.000,220.000,50.000,8.140,0.000,0.0000
-84.700,11.179,0.000,220.000,65.000,8.260,0.000,0.0000
-84.700,11.179,0.000,220.000,90.000,8.260,0.000,0.0000
-84.700,11.179,0.000,220.000,700.000,10.300,0.000,0.0000
-84.700,12.348,0.000,350.000,-10.000,3.000,0.000,0.0000
-84.700,12.348,0.000,350.000,0.000,5.350,0.000,0.0000
-84.700,12.348,0.000,350.000,5.000,6.120,0.000,0.0000
-84.700,12.348,0.000,350.000,9.000,6.120,0.000,0.0000
-84.700,12.348,0.000,350.000,13.000,6.280,0.000,0.0000
-84.700,12.348,0.000,350.000,16.000,6.460,0.000,0.0000
-84.700,12.348,0.000,350.000,20.000,6.720,0.000,0.0000
-84.700,12.348,0.000,350.000,25.000,7.010,0.000,0.0000
-84.700,12.348,0.000,350.000,30.000,7.390,0.000,0.0000
-84.700,12.348,0.000,350.000,35.000,7.550,0.000,0.0000
-84.700,12.348,0.000,350.000,40.000,8.140,0.000,0.0000
-84.700,12.348,0.000,350.000,50.000,8.140,0.000,0.0000
-84.700,12.348,0.000,350.000,65.000,8.260,0.000,0.0000
-84.700,12.348,0.000,350.000,90.000,8.260,0.000,0.0000
-84.700,12.348,0.000,350.000,700.000,10.300,0.000,0.0000
-84.882,8.301,20.000,-100.000,-10.000,3.000,0.000,0.0000
-84.882,8.301,20.000,-100.000,0.000,5.350,0.000,0.0000
-84.882,8.301,20.000,-100.000,5.000,6.120,0.000,0.0000
-84.882,8.301,20.000,-100.000,9.000,6.120,0.000,0.0000
-84.882,8.301,20.000,-100.000,13.000,6.280,0.000,0.0000
-84.882,8.301,20.000,-100.000,16.000,6.460,0.000,0.0000
-84.882,8.301,20.000,-100.000,20.000,6.720,0.000,0.0000
-84.882,8.301,20.000,-100.000,25.000,7.010,0.000,0.0000
-84.882,8.301,20.000,-100.000,30.000,7.390,0.000,0.0000
-84.882,8.301,20.000,-100.000,35.000,7.550,0.000,0.0000
-84.882,8.301,20.000,-100.000,40.000,8.140,0.000,0.0000
-84.882,8.301,20.000,-100.000,50.000,8.140,0.000,0.0000
-84.882,8.301,20.000,-100.000,65.000,8.260,0.000,0.0000
-84.882,8.301,20.000,-100.000,90.000,8.260,0.000,0.0000
-84.882,8.301,20.000,-100.000,700.000,10.300,0.000,0.0000
-84.882,9.200,20.000,0.000,-10.000,3.000,0.000,0.0000
-84.882,9.200,20.000,0.000,0.000,5.350,0.000,0.0000
-84.882,9.200,20.000,0.000,5.000,6.120,0.000,0.0000
-84.882,9.200,20.000,0.000,9.000,6.120,0.000,0.0000
-84.882,9.200,20.000,0.000,13.000,6.280,0.000,0.0000
-84.882,9.200,20.000,0.000,16.000,6.460,0.000,0.0000
-84.882,9.200,20.000,0.000,20.000,6.720,0.000,0.0000
-84.882,9.200,20.000,0.000,25.000,7.010,0.000,0.0000
-84.882,9.200,20.000,0.000,30.000,7.390,0.000,0.0000
-84.882,9.200,20.000,0.000,35.000,7.550,0.000,0.0000
-84.882,9.200,20.000,0.000,40.000,8.140,0.000,0.0000
-84.882,9.200,20.000,0.000,50.000,8.140,0.000,0.0000
-84.882,9.200,20.000,0.000,65.000,8.260,0.000,0.0000
-84.882,9.200,20.000,0.000,90.000,8.260,0.000,0.0000
-84.882,9.200,20.000,0.000,700.000,10.300,0.000,0.0000
-84.882,9.380,20.000,20.000,-10.000,3.000,0.000,0.0000
-84.882,9.380,20.000,20.000,0.000,5.350,0.000,0.0000
-84.882,9.380,20.000,20.000,5.000,6.120,0.000,0.0000
-84.882,9.380,20.000,20.000,9.000,6.120,0.000,0.0000
-84.882,9.380,20.000,20.000,13.000,6.280,0.000,0.0000
-84.882,9.380,20.000,20.000,16.000,6.460,0.000,0.0000
-84.882,9.380,20.000,20.000,20.000,6.720,0.000,0.0000
-84.882,9.380,20.000,20.000,25.000,7.010,0.000,0.0000
-84.882,9.380,20.000,20.000,30.000,7.390,0.000,0.0000
-84.882,9.380,20.000,20.000,35.000,7.550,0.000,0.0000
-84.882,9.380,20.000,20.000,40.000,8.140,0.000,0.0000
-84.882,9.380,20.000,20.000,50.000,8.140,0.000,0.0000
-84.882,9.380,20.000,20.000,65.000,8.260,0.000,0.0000
-84.882,9.380,20.000,20.000,90.000,8.260,0.000,0.0000
-84.882,9.380,20.000,20.000,700.000,10.300,0.000,0.0000
-84.882,9.560,20.000,40.000,-10.000,3.000,0.000,0.0000
-84.882,9.560,20.000,40.000,0.000,5.350,0.000,0.0000
-84.882,9.560,20.000,40.000,5.000,6.120,0.000,0.0000
-84.882,9.560,20.000,40.000,9.000,6.120,0.000,0.0000
-84.882,9.560,20.000,40.000,13.000,6.280,0.000,0.0000
-84.882,9.560,20.000,40.000,16.000,6.460,0.000,0.0000
-84.882,9.560,20.000,40.000,20.000,6.720,0.000,0.0000
-84.882,9.560,20.000,40.000,25.000,7.010,0.000,0.0000
-84.882,9.560,20.000,40.000,30.000,7.390,0.000,0.0000
-84.882,9.560,20.000,40.000,35.000,7.550,0.000,0.0000
-84.882,9.560,20.000,40.000,40.000,8.140,0.000,0.0000
-84.882,9.560,20.000,40.000,50.000,8.140,0.000,0.0000
-84.882,9.560,20.000,40.000,65.000,8.260,0.000,0.0000
-84.882,9.560,20.000,40.000,90.000,8.260,0.000,0.0000
-84.882,9.560,20.000,40.000,700.000,10.300,0.000,0.0000
-84.882,9.740,20.000,60.000,-10.000,3.000,0.000,0.0000
-84.882,9.740,20.000,60.000,0.000,5.350,0.000,0.0000
-84.882,9.740,20.000,60.000,5.000,6.120,0.000,0.0000
-84.882,9.740,20.000,60.000,9.000,6.120,0.000,0.0000
-84.882,9.740,20.000,60.000,13.000,6.280,0.000,0.0000
-84.882,9.740,20.000,60.000,16.000,6.460,0.000,0.0000
-84.882,9.740,20.000,60.000,20.000,6.720,0.000,0.0000
-84.882,9.740,20.000,60.000,25.000,7.010,0.000,0.0000
-84.882,9.740,20.000,60.000,30.000,7.390,0.000,0.0000
-84.882,9.740,20.000,60.000,35.000,7.550,0.000,0.0000
-84.882,9.740,20.000,60.000,40.000,8.140,0.000,0.0000
-84.882,9.740,20.000,60.000,50.000,8.140,0.000,0.0000
-84.882,9.740,20.000,60.000,65.000,8.260,0.000,0.0000
-84.882,9.740,20.000,60.000,90.000,8.260,0.000,0.0000
-84.882,9.740,20.000,60.000,700.000,10.300,0.000,0.0000
-84.883,9.919,20.000,80.000,-10.000,3.000,0.000,0.0000
-84.883,9.919,20.000,80.000,0.000,5.350,0.000,0.0000
-84.883,9.919,20.000,80.000,5.000,6.120,0.000,0.0000
-84.883,9.919,20.000,80.000,9.000,6.120,0.000,0.0000
-84.883,9.919,20.000,80.000,13.000,6.280,0.000,0.0000
-84.883,9.919,20.000,80.000,16.000,6.460,0.000,0.0000
-84.883,9.919,20.000,80.000,20.000,6.720,0.000,0.0000
-84.883,9.919,20.000,80.000,25.000,7.010,0.000,0.0000
-84.883,9.919,20.000,80.000,30.000,7.390,0.000,0.0000
-84.883,9.919,20.000,80.000,35.000,7.550,0.000,0.0000
-84.883,9.919,20.000,80.000,40.000,8.140,0.000,0.0000
-84.883,9.919,20.000,80.000,50.000,8.140,0.000,0.0000
-84.883,9.919,20.000,80.000,65.000,8.260,0.000,0.0000
-84.883,9.919,20.000,80.000,90.000,8.260,0.000,0.0000
-84.883,9.919,20.000,80.000,700.000,10.300,0.000,0.0000
-84.883,10.099,20.000,100.000,-10.000,3.000,0.000,0.0000
-84.883,10.099,20.000,100.000,0.000,5.350,0.000,0.0000
-84.883,10.099,20.000,100.000,5.000,6.120,0.000,0.0000
-84.883,10.099,20.000,100.000,9.000,6.120,0.000,0.0000
-84.883,10.099,20.000,100.000,13.000,6.280,0.000,0.0000
-84.883,10.099,20.000,100.000,16.000,6.460,0.000,0.0000
-84.883,10.099,20.000,100.000,20.000,6.720,0.000,0.0000
-84.883,10.099,20.000,100.000,25.000,7.010,0.000,0.0000
-84.883,10.099,20.000,100.000,30.000,7.390,0.000,0.0000
-84.883,10.099,20.000,100.000,35.000,7.550,0.000,0.0000
-84.883,10.099,20.000,100.000,40.000,8.140,0.000,0.0000
-84.883,10.099,20.000,100.000,50.000,8.140,0.000,0.0000
-84.883,10.099,20.000,100.000,65.000,8.260,0.000,0.0000
-84.883,10.099,20.000,100.000,90.000,8.260,0.000,0.0000
-84.883,10.099,20.000,100.000,700.000,10.300,0.000,0.0000
-84.883,10.279,20.000,120.000,-10.000,3.000,0.000,0.0000
-84.883,10.279,20.000,120.000,0.000,5.350,0.000,0.0000
-84.883,10.279,20.000,120.000,5.000,6.120,0.000,0.0000
-84.883,10.279,20.000,120.000,9.000,6.120,0.000,0.0000
-84.883,10.279,20.000,120.000,13.000,6.280,0.000,0.0000
-84.883,10.279,20.000,120.000,16.000,6.460,0.000,0.0000
-84.883,10.279,20.000,120.000,20.000,6.720,0.000,0.0000
-84.883,10.279,20.000,120.000,25.000,7.010,0.000,0.0000
-84.883,10.279,20.000,120.000,30.000,7.390,0.000,0.0000
-84.883,10.279,20.000,120.000,35.000,7.550,0.000,0.0000
-84.883,10.279,20.000,120.000,40.000,8.140,0.000,0.0000
-84.883,10.279,20.000,120.000,50.000,8.140,0.000,0.0000
-84.883,10.279,20.000,120.000,65.000,8.260,0.000,0.0000
-84.883,10.279,20.000,120.000,90.000,8.260,0.000,0.0000
-84.883,10.279,20.000,120.000,700.000,10.300,0.000,0.0000
-84.883,10.459,20.000,140.000,-10.000,3.000,0.000,0.0000
-84.883,10.459,20.000,140.000,0.000,5.350,0.000,0.0000
-84.883,10.459,20.000,140.000,5.000,6.120,0.000,0.0000
-84.883,10.459,20.000,140.000,9.000,6.120,0.000,0.0000
-84.883,10.459,20.000,140.000,13.000,6.280,0.000,0.0000
-84.883,10.459,20.000,140.000,16.000,6.460,0.000,0.0000
-84.883,10.459,20.000,140.000,20.000,6.720,0.000,0.0000
-84.883,10.459,20.000,140.000,25.000,7.010,0.000,0.0000
-84.883,10.459,20.000,140.000,30.000,7.390,0.000,0.0000
-84.883,10.459,20.000,140.000,35.000,7.550,0.000,0.0000
-84.883,10.459,20.000,140.000,40.000,8.140,0.000,0.0000
-84.883,10.459,20.000,140.000,50.000,8.140,0.000,0.0000
-84.883,10.459,20.000,140.000,65.000,8.260,0.000,0.0000
-84.883,10.459,20.000,140.000,90.000,8.260,0.000,0.0000
-84.883,10.459,20.000,140.000,700.000,10.300,0.000,0.0000
-84.883,10.639,20.000,160.000,-10.000,3.000,0.000,0.0000
-84.883,10.639,20.000,160.000,0.000,5.350,0.000,0.0000
-84.883,10.639,20.000,160.000,5.000,6.120,0.000,0.0000
-84.883,10.639,20.000,160.000,9.000,6.120,0.000,0.0000
-84.883,10.639,20.000,160.000,13.000,6.280,0.000,0.0000
-84.883,10.639,20.000,160.000,16.000,6.460,0.000,0.0000
-84.883,10.639,20.000,160.000,20.000,6.720,0.000,0.0000
-84.883,10.639,20.000,160.000,25.000,7.010,0.000,0.0000
-84.883,10.639,20.000,160.000,30.000,7.390,0.000,0.0000
-84.883,10.639,20.000,160.000,35.000,7.550,0.000,0.0000
-84.883,10.639,20.000,160.000,40.000,8.140,0.000,0.0000
-84.883,10.639,20.000,160.000,50.000,8.140,0.000,0.0000
-84.883,10.639,20.000,160.000,65.000,8.260,0.000,0.0000
-84.883,10.639,20.000,160.000,90.000,8.260,0.000,0.0000
-84.883,10.639,20.000,160.000,700.000,10.300,0.000,0.0000
-84.883,10.819,20.000,180.000,-10.000,3.000,0.000,0.0000
-84.883,10.819,20.000,180.000,0.000,5.350,0.000,0.0000
-84.883,10.819,20.000,180.000,5.000,6.120,0.000,0.0000
-84.883,10.819,20.000,180.000,9.000,6.120,0.000,0.0000
-84.883,10.819,20.000,180.000,13.000,6.280,0.000,0.0000
-84.883,10.819,20.000,180.000,16.000,6.460,0.000,0.0000
-84.883,10.819,20.000,180.000,20.000,6.720,0.000,0.0000
-84.883,10.819,20.000,180.000,25.000,7.010,0.000,0.0000
-84.883,10.819,20.000,180.000,30.000,7.390,0.000,0.0000
-84.883,10.819,20.000,180.000,35.000,7.550,0.000,0.0000
-84.883,10.819,20.000,180.000,40.000,8.140,0.000,0.0000
-84.883,10.819,20.000,180.000,50.000,8.140,0.000,0.0000
-84.883,10.819,20.000,180.000,65.000,8.260,0.000,0.0000
-84.883,10.819,20.000,180.000,90.000,8.260,0.000,0.0000
-84.883,10.819,20.000,180.000,700.000,10.300,0.000,0.0000
-84.883,10.999,20.000,200.000,-10.000,3.000,0.000,0.0000
-84.883,10.999,20.000,200.000,0.000,5.350,0.000,0.0000
-84.883,10.999,20.000,200.000,5.000,6.120,0.000,0.0000
-84.883,10.999,20.000,200.000,9.000,6.120,0.000,0.0000
-84.883,10.999,20.000,200.000,13.000,6.280,0.000,0.0000
-84.883,10.999,20.000,200.000,16.000,6.460,0.000,0.0000
-84.883,10.999,20.000,200.000,20.000,6.720,0.000,0.0000
-84.883,10.999,20.000,200.000,25.000,7.010,0.000,0.0000
-84.883,10.999,20.000,200.000,30.000,7.390,0.000,0.0000
-84.883,10.999,20.000,200.000,35.000,7.550,0.000,0.0000
-84.883,10.999,20.000,200.000,40.000,8.140,0.000,0.0000
-84.883,10.999,20.000,200.000,50.000,8.140,0.000,0.0000
-84.883,10.999,20.000,200.000,65.000,8.260,0.000,0.0000
-84.883,10.999,20.000,200.000,90.000,8.260,0.000,0.0000
-84.883,10.999,20.000,200.000,700.000,10.300,0.000,0.0000
-84.883,11.178,20.000,220.000,-10.000,3.000,0.000,0.0000
-84.883,11.178,20.000,220.000,0.000,5.350,0.000,0.0000
-84.883,11.178,20.000,220.000,5.000,6.120,0.000,0.0000
-84.883,11.178,20.000,220.000,9.000,6.120,0.000,0.0000
-84.883,11.178,20.000,220.000,13.000,6.280,0.000,0.0000
-84.883,11.178,20.000,220.000,16.000,6.460,0.000,0.0000
-84.883,11.178,20.000,220.000,20.000,6.720,0.000,0.0000
-84.883,11.178,20.000,220.000,25.000,7.010,0.000,0.0000
-84.883,11.178,20.000,220.000,30.000,7.390,0.000,0.0000
-84.883,11.178,20.000,220.000,35.000,7.550,0.000,0.0000
-84.883,11.178,20.000,220.000,40.000,8.140,0.000,0.0000
-84.883,11.178,20.000,220.000,50.000,8.140,0.000,0.0000
-84.883,11.178,20.000,220.000,65.000,8.260,0.000,0.0000
-84.883,11.178,20.000,220.000,90.000,8.260,0.000,0.0000
-84.883,11.178,20.000,220.000,700.000,10.300,0.000,0.0000
-84.884,12.348,20.000,350.000,-10.000,3.000,0.000,0.0000
-84.884,12.348,20.000,350.000,0.000,5.350,0.000,0.0000
-84.884,12.348,20.000,350.000,5.000,6.120,0.000,0.0000
-84.884,12.348,20.000,350.000,9.000,6.120,0.000,0.0000
-84.884,12.348,20.000,350.000,13.000,6.280,0.000,0.0000
-84.884,12.348,20.000,350.000,16.000,6.460,0.000,0.0000
-84.884,12.348,20.000,350.000,20.000,6.720,0.000,0.0000
-84.884,12.348,20.000,350.000,25.000,7.010,0.000,0.0000
-84.884,12.348,20.000,350.000,30.000,7.390,0.000,0.0000
-84.884,12.348,20.000,350.000,35.000,7.550,0.000,0.0000
-84.884,12.348,20.000,350.000,40.000,8.140,0.000,0.0000
-84.884,12.348,20.000,350.000,50.000,8.140,0.000,0.0000
-84.884,12.348,20.000,350.000,65.000,8.260,0.000,0.0000
-84.884,12.348,20.000,350.000,90.000,8.260,0.000,0.0000
-84.884,12.348,20.000,350.000,700.000,10.300,0.000,0.0000
-85.064,8.301,40.000,-100.000,-10.000,3.000,0.000,0.0000
-85.064,8.301,40.000,-100.000,0.000,5.350,0.000,0.0000
-85.064,8.301,40.000,-100.000,5.000,6.120,0.000,0.0000
-85.064,8.301,40.000,-100.000,9.000,6.120,0.000,0.0000
-85.064,8.301,40.000,-100.000,13.000,6.280,0.000,0.0000
-85.064,8.301,40.000,-100.000,16.000,6.460,0.000,0.0000
-85.064,8.301,40.000,-100.000,20.000,6.720,0.000,0.0000
-85.064,8.301,40.000,-100.000,25.000,7.010,0.000,0.0000
-85.064,8.301,40.000,-100.000,30.000,7.390,0.000,0.0000
-85.064,8.301,40.000,-100.000,35.000,7.550,0.000,0.0000
-85.064,8.301,40.000,-100.000,40.000,8.140,0.000,0.0000
-85.064,8.301,40.000,-100.000,50.000,8.140,0.000,0.0000
-85.064,8.301,40.000,-100.000,65.000,8.260,0.000,0.0000
-85.064,8.301,40.000,-100.000,90.000,8.260,0.000,0.0000
-85.064,8.301,40.000,-100.000,700.000,10.300,0.000,0.0000
-85.064,9.200,40.000,0.000,-10.000,3.000,0.000,0.0000
-85.064,9.200,40.000,0.000,0.000,5.350,0.000,0.0000
-85.064,9.200,40.000,0.000,5.000,6.120,0.000,0.0000
-85.064,9.200,40.000,0.000,9.000,6.120,0.000,0.0000
-85.064,9.200,40.000,0.000,13.000,6.280,0.000,0.0000
-85.064,9.200,40.000,0.000,16.000,6.460,0.000,0.0000
-85.064,9.200,40.000,0.000,20.000,6.720,0.000,0.0000
-85.064,9.200,40.000,0.000,25.000,7.010,0.000,0.0000
-85.064,9.200,40.000,0.000,30.000,7.390,0.000,0.0000
-85.064,9.200,40.000,0.000,35.000,7.550,0.000,0.0000
-85.064,9.200,40.000,0.000,40.000,8.140,0.000,0.0000
-85.064,9.200,40.000,0.000,50.000,8.140,0.000,0.0000
-85.064,9.200,40.000,0.000,65.000,8.260,0.000,0.0000
-85.064,9.200,40.000,0.000,90.000,8.260,0.000,0.0000
-85.064,9.200,40.000,0.000,700.000,10.300,0.000,0.0000
-85.065,9.380,40.000,20.000,-10.000,3.000,0.000,0.0000
-85.065,9.380,40.000,20.000,0.000,5.350,0.000,0.0000
-85.065,9.380,40.000,20.000,5.000,6.120,0.000,0.0000
-85.065,9.380,40.000,20.000,9.000,6.120,0.000,0.0000
-85.065,9.380,40.000,20.000,13.000,6.280,0.000,0.0000
-85.065,9.380,40.000,20.000,16.000,6.460,0.000,0.0000
-85.065,9.380,40.000,20.000,20.000,6.720,0.000,0.0000
-85.065,9.380,40.000,20.000,25.000,7.010,0.000,0.0000
-85.065,9.380,40.000,20.000,30.000,7.390,0.000,0.0000
-85.065,9.380,40.000,20.000,35.000,7.550,0.000,0.0000
-85.065,9.380,40.000,20.000,40.000,8.140,0.000,0.0000
-85.065,9.380,40.000,20.000,50.000,8.140,0.000,0.0000
-85.065,9.380,40.000,20.000,65.000,8.260,0.000,0.0000
-85.065,9.380,40.000,20.000,90.000,8.260,0.000,0.0000
-85.065,9.380,40.000,20.000,700.000,10.300,0.000,0.0000
-85.065,9.560,40.000,40.000,-10.000,3.000,0.000,0.0000
-85.065,9.560,40.000,40.000,0.000,5.350,0.000,0.0000
-85.065,9.560,40.000,40.000,5.000,6.120,0.000,0.0000
-85.065,9.560,40.000,40.000,9.000,6.120,0.000,0.0000
-85.065,9.560,40.000,40.000,13.000,6.280,0.000,0.0000
-85.065,9.560,40.000,40.000,16.000,6.460,0.000,0.0000
-85.065,9.560,40.000,40.000,20.000,6.720,0.000,0.0000
-85.065,9.560,40.000,40.000,25.000,7.010,0.000,0.0000
-85.065,9.560,40.000,40.000,30.000,7.390,0.000,0.0000
-85.065,9.560,40.000,40.000,35.000,7.550,0.000,0.0000
-85.065,9.560,40.000,40.000,40.000,8.140,0.000,0.0000
-85.065,9.560,40.000,40.000,50.000,8.140,0.000,0.0000
-85.065,9.560,40.000,40.000,65.000,8.260,0.000,0.0000
-85.065,9.560,40.000,40.000,90.000,8.260,0.000,0.0000
-85.065,9.560,40.000,40.000,700.000,10.300,0.000,0.0000
-85.065,9.739,40.000,60.000,-10.000,3.000,0.000,0.0000
-85.065,9.739,40.000,60.000,0.000,5.350,0.000,0.0000
-85.065,9.739,40.000,60.000,5.000,6.120,0.000,0.0000
-85.065,9.739,40.000,60.000,9.000,6.120,0.000,0.0000
-85.065,9.739,40.000,60.000,13.000,6.280,0.000,0.0000
-85.065,9.739,40.000,60.000,16.000,6.460,0.000,0.0000
-85.065,9.739,40.000,60.000,20.000,6.720,0.000,0.0000
-85.065,9.739,40.000,60.000,25.000,7.010,0.000,0.0000
-85.065,9.739,40.000,60.000,30.000,7.390,0.000,0.0000
-85.065,9.739,40.000,60.000,35.000,7.550,0.000,0.0000
-85.065,9.739,40.000,60.000,40.000,8.140,0.000,0.0000
-85.065,9.739,40.000,60.000,50.000,8.140,0.000,0.0000
-85.065,9.739,40.000,60.000,65.000,8.260,0.000,0.0000
-85.065,9.739,40.000,60.000,90.000,8.260,0.000,0.0000
-85.065,9.739,40.000,60.000,700.000,10.300,0.000,0.0000
-85.065,9.919,40.000,80.000,-10.000,3.000,0.000,0.0000
-85.065,9.919,40.000,80.000,0.000,5.350,0.000,0.0000
-85.065,9.919,40.000,80.000,5.000,6.120,0.000,0.0000
-85.065,9.919,40.000,80.000,9.000,6.120,0.000,0.0000
-85.065,9.919,40.000,80.000,13.000,6.280,0.000,0.0000
-85.065,9.919,40.000,80.000,16.000,6.460,0.000,0.0000
-85.065,9.919,40.000,80.000,20.000,6.720,0.000,0.0000
-85.065,9.919,40.000,80.000,25.000,7.010,0.000,0.0000
-85.065,9.919,40.000,80.000,30.000,7.390,0.000,0.0000
-85.065,9.919,40.000,80.000,35.000,7.550,0.000,0.0000
-85.065,9.919,40.000,80.000,40.000,8.140,0.000,0.0000
-85.065,9.919,40.000,80.000,50.000,8.140,0.000,0.0000
-85.065,9.919,40.000,80.000,65.000,8.260,0.000,0.0000
-85.065,9.919,40.000,80.000,90.000,8.260,0.000,0.0000
-85.065,9.919,40.000,80.000,700.000,10.300,0.000,0.0000
-85.065,10.099,40.000,100.000,-10.000,3.000,0.000,0.0000
-85.065,10.099,40.000,100.000,0.000,5.350,0.000,0.0000
-85.065,10.099,40.000,100.000,5.000,6.120,0.000,0.0000
-85.065,10.099,40.000,100.000,9.000,6.120,0.000,0.0000
-85.065,10.099,40.000,100.000,13.000,6.280,0.000,0.0000
-85.065,10.099,40.000,100.000,16.000,6.460,0.000,0.0000
-85.065,10.099,40.000,100.000,20.000,6.720,0.000,0.0000
-85.065,10.099,40.000,100.000,25.000,7.010,0.000,0.0000
-85.065,10.099,40.000,100.000,30.000,7.390,0.000,0.0000
-85.065,10.099,40.000,100.000,35.000,7.550,0.000,0.0000
-85.065,10.099,40.000,100.000,40.000,8.140,0.000,0.0000
-85.065,10.099,40.000,100.000,50.000,8.140,0.000,0.0000
-85.065,10.099,40.000,100.000,65.000,8.260,0.000,0.0000
-85.065,10.099,40.000,100.000,90.000,8.260,0.000,0.0000
-85.065,10.099,40.000,100.000,700.000,10.300,0.000,0.0000
-85.066,10.279,40.000,120.000,-10.000,3.000,0.000,0.0000
-85.066,10.279,40.000,120.000,0.000,5.350,0.000,0.0000
-85.066,10.279,40.000,120.000,5.000,6.120,0.000,0.0000
-85.066,10.279,40.000,120.000,9.000,6.120,0.000,0.0000
-85.066,10.279,40.000,120.000,13.000,6.280,0.000,0.0000
-85.066,10.279,40.000,120.000,16.000,6.460,0.000,0.0000
-85.066,10.279,40.000,120.000,20.000,6.720,0.000,0.0000
-85.066,10.279,40.000,120.000,25.000,7.010,0.000,0.0000
-85.066,10.279,40.000,120.000,30.000,7.390,0.000,0.0000
-85.066,10.279,40.000,120.000,35.000,7.550,0.000,0.0000
-85.066,10.279,40.000,120.000,40.000,8.140,0.000,0.0000
-85.066,10.279,40.000,120.000,50.000,8.140,0.000,0.0000
-85.066,10.279,40.000,120.000,65.000,8.260,0.000,0.0000
-85.066,10.279,40.000,120.000,90.000,8.260,0.000,0.0000
-85.066,10.279,40.000,120.000,700.000,10.300,0.000,0.0000
-85.066,10.459,40.000,140.000,-10.000,3.000,0.000,0.0000
-85.066,10.459,40.000,140.000,0.000,5.350,0.000,0.0000
-85.066,10.459,40.000,140.000,5.000,6.120,0.000,0.0000
-85.066,10.459,40.000,140.000,9.000,6.120,0.000,0.0000
-85.066,10.459,40.000,140.000,13.000,6.280,0.000,0.0000
-85.066,10.459,40.000,140.000,16.000,6.460,0.000,0.0000
-85.066,10.459,40.000,140.000,20.000,6.720,0.000,0.0000
-85.066,10.459,40.000,140.000,25.000,7.010,0.000,0.0000
-85.066,10.459,40.000,140.000,30.000,7.390,0.000,0.0000
-85.066,10.459,40.000,140.000,35.000,7.550,0.000,0.0000
-85.066,10.459,40.000,140.000,40.000,8.140,0.000,0.0000
-85.066,10.459,40.000,140.000,50.000,8.140,0.000,0.0000
-85.066,10.459,40.000,140.000,65.000,8.260,0.000,0.0000
-85.066,10.459,40.000,140.000,90.000,8.260,0.000,0.0000
-85.066,10.459,40.000,140.000,700.000,10.300,0.000,0.0000
-85.066,10.639,40.000,160.000,-10.000,3.000,0.000,0.0000
-85.066,10.639,40.000,160.000,0.000,5.350,0.000,0.0000
-85.066,10.639,40.000,160.000,5.000,6.120,0.000,0.0000
-85.066,10.639,40.000,160.000,9.000,6.120,0.000,0.0000
-85.066,10.639,40.000,160.000,13.000,6.280,0.000,0.0000
-85.066,10.639,40.000,160.000,16.000,6.460,0.000,0.0000
-85.066,10.639,40.000,160.000,20.000,6.720,0.000,0.0000
-85.066,10.639,40.000,160.000,25.000,7.010,0.000,0.0000
-85.066,10.639,40.000,160.000,30.000,7.390,0.000,0.0000
-85.066,10.639,40.000,160.000,35.000,7.550,0.000,0.0000
-85.066,10.639,40.000,160.000,40.000,8.140,0.000,0.0000
-85.066,10.639,40.000,160.000,50.000,8.140,0.000,0.0000
-85.066,10.639,40.000,160.000,65.000,8.260,0.000,0.0000
-85.066,10.639,40.000,160.000,90.000,8.260,0.000,0.0000
-85.066,10.639,40.000,160.000,700.000,10.300,0.000,0.0000
-85.066,10.819,40.000,180.000,-10.000,3.000,0.000,0.0000
-85.066,10.819,40.000,180.000,0.000,5.350,0.000,0.0000
-85.066,10.819,40.000,180.000,5.000,6.120,0.000,0.0000
-85.066,10.819,40.000,180.000,9.000,6.120,0.000,0.0000
-85.066,10.819,40.000,180.000,13.000,6.280,0.000,0.0000
-85.066,10.819,40.000,180.000,16.000,6.460,0.000,0.0000
-85.066,10.819,40.000,180.000,20.000,6.720,0.000,0.0000
-85.066,10.819,40.000,180.000,25.000,7.010,0.000,0.0000
-85.066,10.819,40.000,180.000,30.000,7.390,0.000,0.0000
-85.066,10.819,40.000,180.000,35.000,7.550,0.000,0.0000
-85.066,10.819,40.000,180.000,40.000,8.140,0.000,0.0000
-85.066,10.819,40.000,180.000,50.000,8.140,0.000,0.0000
-85.066,10.819,40.000,180.000,65.000,8.260,0.000,0.0000
-85.066,10.819,40.000,180.000,90.000,8.260,0.000,0.0000
-85.066,10.819,40.000,180.000,700.000,10.300,0.000,0.0000
-85.066,10.998,40.000,200.000,-10.000,3.000,0.000,0.0000
-85.066,10.998,40.000,200.000,0.000,5.350,0.000,0.0000
-85.066,10.998,40.000,200.000,5.000,6.120,0.000,0.0000
-85.066,10.998,40.000,200.000,9.000,6.120,0.000,0.0000
-85.066,10.998,40.000,200.000,13.000,6.280,0.000,0.0000
-85.066,10.998,40.000,200.000,16.000,6.460,0.000,0.0000
-85.066,10.998,40.000,200.000,20.000,6.720,0.000,0.0000
-85.066,10.998,40.000,200.000,25.000,7.010,0.000,0.0000
-85.066,10.998,40.000,200.000,30.000,7.390,0.000,0.0000
-85.066,10.998,40.000,200.000,35.000,7.550,0.000,0.0000
-85.066,10.998,40.000,200.000,40.000,8.140,0.000,0.0000
-85.066,10.998,40.000,200.000,50.000,8.140,0.000,0.0000
