lon,lat,x,y,z,vp,vs,vp_vs_ratio
-85.064,8.301,40.000,-100.000,700.000,10.300,5.790,1.7800
-85.064,9.200,40.000,0.000,-10.000,3.000,1.690,1.7800
-85.064,9.200,40.000,0.000,0.000,5.350,3.010,1.7800
-85.064,9.200,40.000,0.000,5.000,6.120,3.440,1.7800
-85.064,9.200,40.000,0.000,9.000,6.120,3.440,1.7800
-85.064,9.200,40.000,0.000,13.000,6.280,3.530,1.7800
-85.064,9.200,40.000,0.000,16.000,6.460,3.630,1.7800
-85.064,9.200,40.000,0.000,20.000,6.720,3.780,1.7800
-85.064,9.200,40.000,0.000,25.000,7.010,3.940,1.7800
-85.064,9.200,40.000,0.000,30.000,7.390,4.150,1.7800
-85.064,9.200,40.000,0.000,35.000,7.550,4.240,1.7800
-85.064,9.200,40.000,0.000,40.000,8.140,4.570,1.7800
-85.064,9.200,40.000,0.000,50.000,8.140,4.570,1.7800
-85.064,9.200,40.000,0.000,65.000,8.260,4.640,1.7800
-85.064,9.200,40.000,0.000,90.000,8.260,4.640,1.7800
-85.064,9.200,40.000,0.000,700.000,10.300,5.790,1.7800
-85.065,9.380,40.000,20.000,-10.000,3.000,1.690,1.7800
-85.065,9.380,40.000,20.000,0.000,5.350,3.010,1.7800
-85.065,9.380,40.000,20.000,5.000,6.120,3.440,1.7800
-85.065,9.380,40.000,20.000,9.000,6.120,3.440,1.7800
-85.065,9.380,40.000,20.000,13.000,6.280,3.530,1.7800
-85.065,9.380,40.000,20.000,16.000,6.460,3.630,1.7800
-85.065,9.380,40.000,20.000,20.000,6.720,3.780,1.7800
-85.065,9.380,40.000,20.000,25.000,7.010,3.940,1.7800
-85.065,9.380,40.000,20.000,30.000,7.390,4.150,1.7800
-85.065,9.380,40.000,20.000,35.000,7.550,4.240,1.7800
-85.065,9.380,40.000,20.000,40.000,8.140,4.570,1.7800
-85.065,9.380,40.000,20.000,50.000,8.140,4.570,1.7800
-85.065,9.380,40.000,20.000,65.000,8.260,4.640,1.7800
-85.065,9.380,40.000,20.000,90.000,8.260,4.640,1.7800
-85.065,9.380,40.000,20.000,700.000,10.300,5.790,1.7800
-85.065,9.560,40.000,40.000,-10.000,3.000,1.690,1.7800
-85.065,9.560,40.000,40.000,0.000,5.540,3.100,1.7900
-85.065,9.560,40.000,40.000,5.000,6.210,3.480,1.7900
-85.065,9.560,40.000,40.000,9.000,5.460,3.070,1.7800
-85.065,9.560,40.000,40.000,13.000,5.840,3.290,1.7700
-85.065,9.560,40.000,40.000,16.000,6.360,3.560,1.7800
-85.065,9.560,40.000,40.000,20.000,6.760,3.780,1.7900
-85.065,9.560,40.000,40.000,25.000,7.030,3.950,1.7800
-85.065,9.560,40.000,40.000,30.000,7.390,4.150,1.7800
-85.065,9.560,40.000,40.000,35.000,7.550,4.240,1.7800
-85.065,9.560,40.000,40.000,40.000,8.140,4.570,1.7800
-85.065,9.560,40.000,40.000,50.000,8.140,4.570,1.7800
-85.065,9.560,40.000,40.000,65.000,8.260,4.640,1.7800
-85.065,9.560,40.000,40.000,90.000,8.260,4.640,1.7800
-85.065,9.560,40.000,40.000,700.000,10.300,5.790,1.7800
-85.065,9.739,40.000,60.000,-10.000,3.000,1.690,1.7800
-85.065,9.739,40.000,60.000,0.000,5.510,3.010,1.8300
-85.065,9.739,40.000,60.000,5.000,6.510,3.600,1.8100
-85.065,9.739,40.000,60.000,9.000,5.970,3.460,1.7300
-85.065,9.739,40.000,60.000,13.000,5.510,3.200,1.7200
-85.065,9.739,40.000,60.000,16.000,6.870,3.790,1.8100
-85.065,9.739,40.000,60.000,20.000,7.110,3.800,1.8700
-85.065,9.739,40.000,60.000,25.000,7.240,3.950,1.8300
-85.065,9.739,40.000,60.000,30.000,7.840,4.260,1.8400
-85.065,9.739,40.000,60.000,35.000,7.610,4.250,1.7900
-85.065,9.739,40.000,60.000,40.000,8.140,4.550,1.7900
-85.065,9.739,40.000,60.000,50.000,8.140,4.570,1.7800
-85.065,9.739,40.000,60.000,65.000,8.260,4.640,1.7800
-85.065,9.739,40.000,60.000,90.000,8.260,4.640,1.7800
-85.065,9.739,40.000,60.000,700.000,10.300,5.790,1.7800
-85.065,9.829,40.000,70.000,-10.000,3.000,1.690,1.7800
-85.065,9.829,40.000,70.000,0.000,5.590,3.090,1.8100
-85.065,9.829,40.000,70.000,5.000,6.230,3.440,1.8100
-85.065,9.829,40.000,70.000,9.000,5.830,3.320,1.7600
-85.065,9.829,40.000,70.000,13.000,5.550,3.180,1.7500
-85.065,9.829,40.000,70.000,16.000,6.540,3.700,1.7700
-85.065,9.829,40.000,70.000,20.000,6.920,3.870,1.7900
-85.065,9.829,40.000,70.000,25.000,6.820,3.770,1.8100
-85.065,9.829,40.000,70.000,30.000,7.600,4.130,1.8400
-85.065,9.829,40.000,70.000,35.000,7.670,4.260,1.8000
-85.065,9.829,40.000,70.000,40.000,7.950,4.430,1.7900
-85.065,9.829,40.000,70.000,50.000,8.240,4.620,1.7800
-85.065,9.829,40.000,70.000,65.000,8.270,4.640,1.7800
-85.065,9.829,40.000,70.000,90.000,8.260,4.640,1.7800
-85.065,9.829,40.000,70.000,700.000,10.300,5.790,1.7800
-85.065,9.919,40.000,80.000,-10.000,3.000,1.690,1.7800
-85.065,9.919,40.000,80.000,0.000,5.550,3.110,1.7800
-85.065,9.919,40.000,80.000,5.000,6.100,3.360,1.8100
-85.065,9.919,40.000,80.000,9.000,5.830,3.330,1.7500
-85.065,9.919,40.000,80.000,13.000,5.750,3.280,1.7500
-85.065,9.919,40.000,80.000,16.000,6.180,3.530,1.7500
-85.065,9.919,40.000,80.000,20.000,6.840,3.810,1.8000
-85.065,9.919,40.000,80.000,25.000,6.600,3.640,1.8200
-85.065,9.919,40.000,80.000,30.000,7.230,4.020,1.8000
-85.065,9.919,40.000,80.000,35.000,7.630,4.350,1.7600
-85.065,9.919,40.000,80.000,40.000,7.860,4.420,1.7800
-85.065,9.919,40.000,80.000,50.000,8.330,4.620,1.8100
-85.065,9.919,40.000,80.000,65.000,8.270,4.650,1.7800
-85.065,9.919,40.000,80.000,90.000,8.260,4.640,1.7800
-85.065,9.919,40.000,80.000,700.000,10.300,5.790,1.7800
-85.065,10.009,40.000,90.000,-10.000,3.000,1.690,1.7800
-85.065,10.009,40.000,90.000,0.000,5.500,3.110,1.7700
-85.065,10.009,40.000,90.000,5.000,6.240,3.540,1.7600
-85.065,10.009,40.000,90.000,9.000,5.670,3.130,1.8100
-85.065,10.009,40.000,90.000,13.000,6.060,3.470,1.7500
-85.065,10.009,40.000,90.000,16.000,6.180,3.580,1.7300
-85.065,10.009,40.000,90.000,20.000,6.430,3.660,1.7600
-85.065,10.009,40.000,90.000,25.000,6.720,3.760,1.7800
-85.065,10.009,40.000,90.000,30.000,7.380,4.070,1.8100
-85.065,10.009,40.000,90.000,35.000,7.310,4.130,1.7700
-85.065,10.009,40.000,90.000,40.000,6.890,4.000,1.7300
-85.065,10.009,40.000,90.000,50.000,7.800,4.430,1.7600
-85.065,10.009,40.000,90.000,65.000,8.660,4.820,1.7900
-85.065,10.009,40.000,90.000,90.000,8.270,4.650,1.7800
-85.065,10.009,40.000,90.000,700.000,10.300,5.790,1.7800
-85.065,10.099,40.000,100.000,-10.000,3.000,1.690,1.7800
-85.065,10.099,40.000,100.000,0.000,5.440,3.090,1.7600
-85.065,10.099,40.000,100.000,5.000,6.310,3.670,1.7200
-85.065,10.099,40.000,100.000,9.000,5.900,3.230,1.8300
-85.065,10.099,40.000,100.000,13.000,6.470,3.700,1.7500
-85.065,10.099,40.000,100.000,16.000,6.200,3.510,1.7600
-85.065,10.099,40.000,100.000,20.000,5.920,3.350,1.7700
-85.065,10.099,40.000,100.000,25.000,6.580,3.820,1.7200
-85.065,10.099,40.000,100.000,30.000,7.290,4.190,1.7400
-85.065,10.099,40.000,100.000,35.000,6.980,3.990,1.7500
-85.065,10.099,40.000,100.000,40.000,6.050,3.500,1.7300
-85.065,10.099,40.000,100.000,50.000,7.300,4.260,1.7100
-85.065,10.099,40.000,100.000,65.000,9.120,5.070,1.8000
-85.065,10.099,40.000,100.000,90.000,8.290,4.660,1.7800
-85.065,10.099,40.000,100.000,700.000,10.300,5.790,1.7800
-85.065,10.189,40.000,110.000,-10.000,3.000,1.690,1.7800
-85.065,10.189,40.000,110.000,0.000,5.300,3.010,1.7600
-85.065,10.189,40.000,110.000,5.000,6.060,3.500,1.7400
-85.065,10.189,40.000,110.000,9.000,5.790,3.220,1.8000
-85.065,10.189,40.000,110.000,13.000,6.550,3.830,1.7100
-85.065,10.189,40.000,110.000,16.000,6.460,3.670,1.7600
-85.065,10.189,40.000,110.000,20.000,6.580,3.730,1.7600
-85.065,10.189,40.000,110.000,25.000,6.990,3.950,1.7700
-85.065,10.189,40.000,110.000,30.000,7.310,4.130,1.7700
-85.065,10.189,40.000,110.000,35.000,6.950,3.960,1.7500
-85.065,10.189,40.000,110.000,40.000,6.510,3.730,1.7500
-85.065,10.189,40.000,110.000,50.000,6.960,3.970,1.7500
-85.065,10.189,40.000,110.000,65.000,8.560,4.700,1.8200
-85.065,10.189,40.000,110.000,90.000,8.360,4.680,1.7800
-85.065,10.189,40.000,110.000,700.000,10.300,5.790,1.7800
-85.066,10.279,40.000,120.000,-10.000,3.000,1.690,1.7800
-85.066,10.279,40.000,120.000,0.000,5.170,2.920,1.7700
-85.066,10.279,40.000,120.000,5.000,5.840,3.310,1.7700
-85.066,10.279,40.000,120.000,9.000,5.740,3.210,1.7900
-85.066,10.279,40.000,120.000,13.000,6.670,3.930,1.7000
-85.066,10.279,40.000,120.000,16.000,6.680,3.750,1.7800
-85.066,10.279,40.000,120.000,20.000,7.190,4.070,1.7700
-85.066,10.279,40.000,120.000,25.000,7.380,4.180,1.7600
-85.066,10.279,40.000,120.000,30.000,7.370,4.170,1.7700
-85.066,10.279,40.000,120.000,35.000,7.000,3.950,1.7700
-85.066,10.279,40.000,120.000,40.000,7.150,4.050,1.7700
-85.066,10.279,40.000,120.000,50.000,6.940,4.010,1.7300
-85.066,10.279,40.000,120.000,65.000,7.840,4.270,1.8400
-85.066,10.279,40.000,120.000,90.000,8.460,4.710,1.8000
-85.066,10.279,40.000,120.000,700.000,10.300,5.790,1.7800
-85.066,10.369,40.000,130.000,-10.000,3.000,1.690,1.7800
-85.066,10.369,40.000,130.000,0.000,5.190,2.930,1.7700
-85.066,10.369,40.000,130.000,5.000,6.120,3.480,1.7600
-85.066,10.369,40.000,130.000,9.000,5.740,3.280,1.7500
-85.066,10.369,40.000,130.000,13.000,6.370,3.700,1.7200
-85.066,10.369,40.000,130.000,16.000,6.440,3.620,1.7800
-85.066,10.369,40.000,130.000,20.000,6.890,3.870,1.7800
-85.066,10.369,40.000,130.000,25.000,7.270,4.090,1.7800
-85.066,10.369,40.000,130.000,30.000,7.540,4.280,1.7600
-85.066,10.369,40.000,130.000,35.000,7.400,4.200,1.7600
-85.066,10.369,40.000,130.000,40.000,7.700,4.350,1.7700
-85.066,10.369,40.000,130.000,50.000,7.580,4.350,1.7400
-85.066,10.369,40.000,130.000,65.000,7.690,4.430,1.7400
-85.066,10.369,40.000,130.000,90.000,8.310,4.670,1.7800
-85.066,10.369,40.000,130.000,700.000,10.300,5.790,1.7800
-85.066,10.459,40.000,140.000,-10.000,3.000,1.690,1.7800
-85.066,10.459,40.000,140.000,0.000,5.240,2.940,1.7800
-85.066,10.459,40.000,140.000,5.000,6.350,3.570,1.7800
-85.066,10.459,40.000,140.000,9.000,5.740,3.370,1.7100
-85.066,10.459,40.000,140.000,13.000,6.160,3.510,1.7600
-85.066,10.459,40.000,140.000,16.000,6.330,3.560,1.7800
-85.066,10.459,40.000,140.000,20.000,6.680,3.750,1.7800
-85.066,10.459,40.000,140.000,25.000,7.180,4.020,1.7900
-85.066,10.459,40.000,140.000,30.000,7.770,4.380,1.7700
-85.066,10.459,40.000,140.000,35.000,7.860,4.450,1.7700
-85.066,10.459,40.000,140.000,40.000,8.280,4.720,1.7600
-85.066,10.459,40.000,140.000,50.000,8.270,4.720,1.7500
-85.066,10.459,40.000,140.000,65.000,7.850,4.430,1.7700
-85.066,10.459,40.000,140.000,90.000,8.230,4.620,1.7800
-85.066,10.459,40.000,140.000,700.000,10.300,5.790,1.7800
-85.066,10.549,40.000,150.000,-10.000,3.000,1.690,1.7800
-85.066,10.549,40.000,150.000,0.000,5.300,2.980,1.7800
-85.066,10.549,40.000,150.000,5.000,6.240,3.500,1.7800
-85.066,10.549,40.000,150.000,9.000,5.930,3.390,1.7500
-85.066,10.549,40.000,150.000,13.000,6.220,3.520,1.7700
-85.066,10.549,40.000,150.000,16.000,6.390,3.590,1.7800
-85.066,10.549,40.000,150.000,20.000,6.700,3.760,1.7800
-85.066,10.549,40.000,150.000,25.000,7.090,3.980,1.7800
-85.066,10.549,40.000,150.000,30.000,7.570,4.260,1.7700
-85.066,10.549,40.000,150.000,35.000,7.700,4.340,1.7700
-85.066,10.549,40.000,150.000,40.000,8.220,4.640,1.7700
-85.066,10.549,40.000,150.000,50.000,8.210,4.650,1.7600
-85.066,10.549,40.000,150.000,65.000,8.060,4.560,1.7700
-85.066,10.549,40.000,150.000,90.000,8.240,4.630,1.7800
-85.066,10.549,40.000,150.000,700.000,10.300,5.790,1.7800
-85.066,10.639,40.000,160.000,-10.000,3.000,1.690,1.7800
-85.066,10.639,40.000,160.000,0.000,5.350,3.010,1.7800
-85.066,10.639,40.000,160.000,5.000,6.120,3.440,1.7800
-85.066,10.639,40.000,160.000,9.000,6.100,3.430,1.7800
-85.066,10.639,40.000,160.000,13.000,6.280,3.530,1.7800
-85.066,10.639,40.000,160.000,16.000,6.460,3.630,1.7800
-85.066,10.639,40.000,160.000,20.000,6.720,3.780,1.7800
-85.066,10.639,40.000,160.000,25.000,7.010,3.940,1.7800
-85.066,10.639,40.000,160.000,30.000,7.390,4.150,1.7800
-85.066,10.639,40.000,160.000,35.000,7.550,4.240,1.7800
-85.066,10.639,40.000,160.000,40.000,8.140,4.570,1.7800
-85.066,10.639,40.000,160.000,50.000,8.140,4.570,1.7800
-85.066,10.639,40.000,160.000,65.000,8.260,4.640,1.7800
-85.066,10.639,40.000,160.000,90.000,8.260,4.640,1.7800
-85.066,10.639,40.000,160.000,700.000,10.300,5.790,1.7800
-85.066,10.819,40.000,180.000,-10.000,3.000,1.690,1.7800
-85.066,10.819,40.000,180.000,0.000,5.350,3.010,1.7800
-85.066,10.819,40.000,180.000,5.000,6.120,3.440,1.7800
-85.066,10.819,40.000,180.000,9.000,6.120,3.440,1.7800
-85.066,10.819,40.000,180.000,13.000,6.280,3.530,1.7800
-85.066,10.819,40.000,180.000,16.000,6.460,3.630,1.7800
-85.066,10.819,40.000,180.000,20.000,6.720,3.780,1.7800
-85.066,10.819,40.000,180.000,25.000,7.010,3.940,1.7800
-85.066,10.819,40.000,180.000,30.000,7.390,4.150,1.7800
-85.066,10.819,40.000,180.000,35.000,7.550,4.240,1.7800
-85.066,10.819,40.000,180.000,40.000,8.140,4.570,1.7800
-85.066,10.819,40.000,180.000,50.000,8.140,4.570,1.7800
-85.066,10.819,40.000,180.000,65.000,8.260,4.640,1.7800
-85.066,10.819,40.000,180.000,90.000,8.260,4.640,1.7800
-85.066,10.819,40.000,180.000,700.000,10.300,5.790,1.7800
-85.066,10.998,40.000,200.000,-10.000,3.000,1.690,1.7800
-85.066,10.998,40.000,200.000,0.000,5.350,3.010,1.7800
-85.066,10.998,40.000,200.000,5.000,6.120,3.440,1.7800
-85.066,10.998,40.000,200.000,9.000,6.120,3.440,1.7800
-85.066,10.998,40.000,200.000,13.000,6.280,3.530,1.7800
-85.066,10.998,40.000,200.000,16.000,6.460,3.630,1.7800
-85.066,10.998,40.000,200.000,20.000,6.720,3.780,1.7800
-85.066,10.998,40.000,200.000,25.000,7.010,3.940,1.7800
-85.066,10.998,40.000,200.000,30.000,7.390,4.150,1.7800
-85.066,10.998,40.000,200.000,35.000,7.550,4.240,1.7800
-85.066,10.998,40.000,200.000,40.000,8.140,4.570,1.7800
-85.066,10.998,40.000,200.000,50.000,8.140,4.570,1.7800
-85.066,10.998,40.000,200.000,65.000,8.260,4.640,1.7800
-85.066,10.998,40.000,200.000,90.000,8.260,4.640,1.7800
-85.066,10.998,40.000,200.000,700.000,10.300,5.790,1.7800
-85.067,11.178,40.000,220.000,-10.000,3.000,1.690,1.7800
-85.067,11.178,40.000,220.000,0.000,5.350,3.010,1.7800
-85.067,11.178,40.000,220.000,5.000,6.120,3.440,1.7800
-85.067,11.178,40.000,220.000,9.000,6.120,3.440,1.7800
-85.067,11.178,40.000,220.000,13.000,6.280,3.530,1.7800
-85.067,11.178,40.000,220.000,16.000,6.460,3.630,1.7800
-85.067,11.178,40.000,220.000,20.000,6.720,3.780,1.7800
-85.067,11.178,40.000,220.000,25.000,7.010,3.940,1.7800
-85.067,11.178,40.000,220.000,30.000,7.390,4.150,1.7800
-85.067,11.178,40.000,220.000,35.000,7.550,4.240,1.7800
-85.067,11.178,40.000,220.000,40.000,8.140,4.570,1.7800
-85.067,11.178,40.000,220.000,50.000,8.140,4.570,1.7800
-85.067,11.178,40.000,220.000,65.000,8.260,4.640,1.7800
-85.067,11.178,40.000,220.000,90.000,8.260,4.640,1.7800
-85.067,11.178,40.000,220.000,700.000,10.300,5.790,1.7800
-85.068,12.347,40.000,350.000,-10.000,3.000,1.690,1.7800
-85.068,12.347,40.000,350.000,0.000,5.350,3.010,1.7800
-85.068,12.347,40.000,350.000,5.000,6.120,3.440,1.7800
-85.068,12.347,40.000,350.000,9.000,6.120,3.440,1.7800
-85.068,12.347,40.000,350.000,13.000,6.280,3.530,1.7800
-85.068,12.347,40.000,350.000,16.000,6.460,3.630,1.7800
-85.068,12.347,40.000,350.000,20.000,6.720,3.780,1.7800
-85.068,12.347,40.000,350.000,25.000,7.010,3.940,1.7800
-85.068,12.347,40.000,350.000,30.000,7.390,4.150,1.7800
-85.068,12.347,40.000,350.000,35.000,7.550,4.240,1.7800
-85.068,12.347,40.000,350.000,40.000,8.140,4.570,1.7800
-85.068,12.347,40.000,350.000,50.000,8.140,4.570,1.7800
-85.068,12.347,40.000,350.000,65.000,8.260,4.640,1.7800
-85.068,12.347,40.000,350.000,90.000,8.260,4.640,1.7800
-85.068,12.347,40.000,350.000,700.000,10.300,5.790,1.7800
-85.154,8.300,50.000,-100.000,-10.000,3.000,1.690,1.7800
-85.154,8.300,50.000,-100.000,0.000,5.350,3.010,1.7800
-85.154,8.300,50.000,-100.000,5.000,6.120,3.440,1.7800
-85.154,8.300,50.000,-100.000,9.000,6.120,3.440,1.7800
-85.154,8.300,50.000,-100.000,13.000,6.280,3.530,1.7800
-85.154,8.300,50.000,-100.000,16.000,6.460,3.630,1.7800
-85.154,8.300,50.000,-100.000,20.000,6.720,3.780,1.7800
-85.154,8.300,50.000,-100.000,25.000,7.010,3.940,1.7800
-85.154,8.300,50.000,-100.000,30.000,7.390,4.150,1.7800
-85.154,8.300,50.000,-100.000,35.000,7.550,4.240,1.7800
-85.154,8.300,50.000,-100.000,40.000,8.140,4.570,1.7800
-85.154,8.300,50.000,-100.000,50.000,8.140,4.570,1.7800
-85.154,8.300,50.000,-100.000,65.000,8.260,4.640,1.7800
-85.154,8.300,50.000,-100.000,90.000,8.260,4.640,1.7800
-85.154,8.300,50.000,-100.000,700.000,10.300,5.790,1.7800
-85.156,9.200,50.000,0.000,-10.000,3.000,1.690,1.7800
-85.156,9.200,50.000,0.000,0.000,5.350,3.010,1.7800
-85.156,9.200,50.000,0.000,5.000,6.120,3.440,1.7800
-85.156,9.200,50.000,0.000,9.000,6.120,3.440,1.7800
-85.156,9.200,50.000,0.000,13.000,6.280,3.530,1.7800
-85.156,9.200,50.000,0.000,16.000,6.460,3.630,1.7800
-85.156,9.200,50.000,0.000,20.000,6.720,3.780,1.7800
-85.156,9.200,50.000,0.000,25.000,7.010,3.940,1.7800
-85.156,9.200,50.000,0.000,30.000,7.390,4.150,1.7800
-85.156,9.200,50.000,0.000,35.000,7.550,4.240,1.7800
-85.156,9.200,50.000,0.000,40.000,8.140,4.570,1.7800
-85.156,9.200,50.000,0.000,50.000,8.140,4.570,1.7800
-85.156,9.200,50.000,0.000,65.000,8.260,4.640,1.7800
-85.156,9.200,50.000,0.000,90.000,8.260,4.640,1.7800
-85.156,9.200,50.000,0.000,700.000,10.300,5.790,1.7800
-85.156,9.380,50.000,20.000,-10.000,3.000,1.690,1.7800
-85.156,9.380,50.000,20.000,0.000,5.350,3.010,1.7800
-85.156,9.380,50.000,20.000,5.000,6.120,3.440,1.7800
-85.156,9.380,50.000,20.000,9.000,6.120,3.440,1.7800
-85.156,9.380,50.000,20.000,13.000,6.280,3.530,1.7800
-85.156,9.380,50.000,20.000,16.000,6.460,3.630,1.7800
-85.156,9.380,50.000,20.000,20.000,6.720,3.780,1.7800
-85.156,9.380,50.000,20.000,25.000,7.010,3.940,1.7800
-85.156,9.380,50.000,20.000,30.000,7.390,4.150,1.7800
-85.156,9.380,50.000,20.000,35.000,7.550,4.240,1.7800
-85.156,9.380,50.000,20.000,40.000,8.140,4.570,1.7800
-85.156,9.380,50.000,20.000,50.000,8.140,4.570,1.7800
-85.156,9.380,50.000,20.000,65.000,8.260,4.640,1.7800
-85.156,9.380,50.000,20.000,90.000,8.260,4.640,1.7800
-85.156,9.380,50.000,20.000,700.000,10.300,5.790,1.7800
-85.156,9.559,50.000,40.000,-10.000,3.000,1.690,1.7800
-85.156,9.559,50.000,40.000,0.000,5.360,2.990,1.7900
-85.156,9.559,50.000,40.000,5.000,6.090,3.370,1.8100
-85.156,9.559,50.000,40.000,9.000,5.760,3.230,1.7800
-85.156,9.559,50.000,40.000,13.000,5.610,3.190,1.7600
-85.156,9.559,50.000,40.000,16.000,6.410,3.590,1.7900
-85.156,9.559,50.000,40.000,20.000,6.780,3.800,1.7800
-85.156,9.559,50.000,40.000,25.000,7.030,3.950,1.7800
-85.156,9.559,50.000,40.000,30.000,7.390,4.150,1.7800
-85.156,9.559,50.000,40.000,35.000,7.550,4.240,1.7800
-85.156,9.559,50.000,40.000,40.000,8.140,4.570,1.7800
-85.156,9.559,50.000,40.000,50.000,8.140,4.570,1.7800
-85.156,9.559,50.000,40.000,65.000,8.260,4.640,1.7800
-85.156,9.559,50.000,40.000,90.000,8.260,4.640,1.7800
-85.156,9.559,50.000,40.000,700.000,10.300,5.790,1.7800
-85.156,9.739,50.000,60.000,-10.000,3.000,1.690,1.7800
-85.156,9.739,50.000,60.000,0.000,5.330,3.040,1.7500
-85.156,9.739,50.000,60.000,5.000,6.110,3.560,1.7200
-85.156,9.739,50.000,60.000,9.000,6.470,3.540,1.8300
-85.156,9.739,50.000,60.000,13.000,5.070,3.060,1.6600
-85.156,9.739,50.000,60.000,16.000,6.300,3.640,1.7300
-85.156,9.739,50.000,60.000,20.000,6.400,3.600,1.7800
-85.156,9.739,50.000,60.000,25.000,7.350,4.130,1.7800
-85.156,9.739,50.000,60.000,30.000,7.460,4.130,1.8100
-85.156,9.739,50.000,60.000,35.000,7.430,4.180,1.7800
-85.156,9.739,50.000,60.000,40.000,8.130,4.550,1.7800
-85.156,9.739,50.000,60.000,50.000,8.140,4.570,1.7800
-85.156,9.739,50.000,60.000,65.000,8.260,4.640,1.7800
-85.156,9.739,50.000,60.000,90.000,8.260,4.640,1.7800
-85.156,9.739,50.000,60.000,700.000,10.300,5.790,1.7800
-85.156,9.829,50.000,70.000,-10.000,3.000,1.690,1.7800
-85.156,9.829,50.000,70.000,0.000,5.470,3.060,1.7900
-85.156,9.829,50.000,70.000,5.000,6.270,3.420,1.8400
-85.156,9.829,50.000,70.000,9.000,6.310,3.500,1.8000
-85.156,9.829,50.000,70.000,13.000,5.620,3.280,1.7200
-85.156,9.829,50.000,70.000,16.000,6.580,3.670,1.7900
-85.156,9.829,50.000,70.000,20.000,6.550,3.820,1.7200
-85.156,9.829,50.000,70.000,25.000,7.020,3.960,1.7700
-85.156,9.829,50.000,70.000,30.000,7.360,4.080,1.8000
-85.156,9.829,50.000,70.000,35.000,7.360,4.180,1.7600
-85.156,9.829,50.000,70.000,40.000,8.200,4.650,1.7600
-85.156,9.829,50.000,70.000,50.000,8.190,4.600,1.7800
-85.156,9.829,50.000,70.000,65.000,8.260,4.640,1.7800
-85.156,9.829,50.000,70.000,90.000,8.260,4.640,1.7800
-85.156,9.829,50.000,70.000,700.000,10.300,5.790,1.7800
-85.156,9.919,50.000,80.000,-10.000,3.000,1.690,1.7800
-85.156,9.919,50.000,80.000,0.000,5.540,3.030,1.8300
-85.156,9.919,50.000,80.000,5.000,6.370,3.510,1.8200
-85.156,9.919,50.000,80.000,9.000,5.950,3.530,1.6900
-85.156,9.919,50.000,80.000,13.000,5.930,3.410,1.7400
-85.156,9.919,50.000,80.000,16.000,6.390,3.670,1.7400
-85.156,9.919,50.000,80.000,20.000,6.500,3.660,1.7700
-85.156,9.919,50.000,80.000,25.000,6.540,3.680,1.7800
-85.156,9.919,50.000,80.000,30.000,7.340,4.150,1.7700
-85.156,9.919,50.000,80.000,35.000,7.160,4.230,1.6900
-85.156,9.919,50.000,80.000,40.000,8.370,4.890,1.7100
-85.156,9.919,50.000,80.000,50.000,8.240,4.640,1.7800
-85.156,9.919,50.000,80.000,65.000,8.270,4.640,1.7800
-85.156,9.919,50.000,80.000,90.000,8.260,4.640,1.7800
-85.156,9.919,50.000,80.000,700.000,10.300,5.790,1.7800
-85.157,10.009,50.000,90.000,-10.000,3.000,1.690,1.7800
-85.157,10.009,50.000,90.000,0.000,5.400,3.000,1.8000
-85.157,10.009,50.000,90.000,5.000,6.310,3.840,1.6400
-85.157,10.009,50.000,90.000,9.000,5.890,3.280,1.8000
-85.157,10.009,50.000,90.000,13.000,6.060,3.320,1.8300
-85.157,10.009,50.000,90.000,16.000,6.370,3.660,1.7400
-85.157,10.009,50.000,90.000,20.000,6.470,3.740,1.7300
-85.157,10.009,50.000,90.000,25.000,6.520,3.690,1.7700
-85.157,10.009,50.000,90.000,30.000,7.290,3.970,1.8400
-85.157,10.009,50.000,90.000,35.000,6.850,3.890,1.7600
-85.157,10.009,50.000,90.000,40.000,7.370,4.410,1.6700
-85.157,10.009,50.000,90.000,50.000,7.680,4.460,1.7200
-85.157,10.009,50.000,90.000,65.000,8.530,4.790,1.7800
-85.157,10.009,50.000,90.000,90.000,8.270,4.640,1.7800
-85.157,10.009,50.000,90.000,700.000,10.300,5.790,1.7800
-85.157,10.099,50.000,100.000,-10.000,3.000,1.690,1.7800
-85.157,10.099,50.000,100.000,0.000,5.240,3.000,1.7500
-85.157,10.099,50.000,100.000,5.000,6.300,3.650,1.7300
-85.157,10.099,50.000,100.000,9.000,5.790,3.230,1.7900
-85.157,10.099,50.000,100.000,13.000,6.330,3.520,1.8000
-85.157,10.099,50.000,100.000,16.000,6.430,3.620,1.7800
-85.157,10.099,50.000,100.000,20.000,6.390,3.620,1.7700
-85.157,10.099,50.000,100.000,25.000,6.540,3.700,1.7700
-85.157,10.099,50.000,100.000,30.000,7.360,4.140,1.7800
-85.157,10.099,50.000,100.000,35.000,6.510,3.740,1.7400
-85.157,10.099,50.000,100.000,40.000,6.630,3.820,1.7400
-85.157,10.099,50.000,100.000,50.000,7.350,4.310,1.7100
-85.157,10.099,50.000,100.000,65.000,8.860,4.970,1.7800
-85.157,10.099,50.000,100.000,90.000,8.270,4.650,1.7800
-85.157,10.099,50.000,100.000,700.000,10.300,5.790,1.7800
-85.157,10.189,50.000,110.000,-10.000,3.000,1.690,1.7800
-85.157,10.189,50.000,110.000,0.000,5.220,2.960,1.7700
-85.157,10.189,50.000,110.000,5.000,6.180,3.570,1.7300
