# Vertices from mesh.e
# Format: Node_ID X Y [Z]
# Number of nodes: 9648
2551 123405.773438 217712.890625 -15737.361328
2552 123996.945312 215352.468750 -15847.073242
2553 124567.187500 212951.109375 -15963.787109
2554 125131.476562 210543.437500 -16072.689453
2555 125674.046875 208138.921875 -16159.056641
2556 126229.953125 205705.375000 -16239.083008
2557 126781.812500 203322.656250 -16321.028320
2558 127316.226562 200950.890625 -16381.583008
2559 127862.648438 198573.687500 -16404.033203
2560 128399.476562 196248.812500 -16374.499023
2561 128942.585938 193901.015625 -16340.565430
2562 129478.984375 191572.046875 -16296.133789
2563 129992.390625 189218.093750 -16245.369141
2564 130506.265625 186850.265625 -16207.112305
2565 131016.664062 184438.531250 -16172.708008
2566 131535.812500 182037.593750 -16139.570312
2567 132060.875000 179625.843750 -16132.834961
2568 132577.625000 177227.484375 -16102.732422
2569 133107.718750 174851.343750 -15976.413086
2570 133598.296875 172503.234375 -15765.842773
2571 134100.375000 170158.578125 -15474.647461
2572 134650.078125 167677.656250 -15226.575195
2573 135260.640625 165215.312500 -15124.709961
2574 135845.515625 162802.812500 -15206.303711
2575 136386.843750 160427.734375 -15293.474609
2576 136897.484375 158048.359375 -15366.782227
2577 137408.593750 155647.390625 -15481.889648
2578 137944.953125 153257.125000 -15651.294922
2579 138466.578125 150894.765625 -15837.025391
2580 138961.125000 148542.218750 -16060.102539
2581 139411.234375 146192.843750 -16229.335938
2582 139848.937500 143831.640625 -16343.292969
2583 140274.312500 141461.328125 -16404.474609
2584 140707.218750 139082.234375 -16414.410156
2585 141162.312500 136702.015625 -16349.070312
2586 141651.203125 134325.468750 -16200.953125
2587 142129.171875 131940.750000 -16075.743164
2588 142596.531250 129550.117188 -15984.679688
2589 143053.125000 127158.359375 -15927.135742
2590 143527.500000 124769.789062 -15874.658203
2591 144002.703125 122382.335938 -15857.776367
2592 144492.937500 120000.000000 -15861.522461
2593 112116.015625 457611.406250 -13405.411133
2594 112480.750000 460000.000000 -12972.958008
2595 111735.382812 455181.375000 -13781.364258
2596 111358.742188 452709.843750 -14084.081055
2597 111042.742188 450230.718750 -14301.082031
2598 110682.226562 447772.250000 -14508.976562
2599 110339.101562 445264.125000 -14646.639648
2600 109980.945312 442768.562500 -14771.126953
2601 109672.937500 440235.812500 -14870.201172
2602 109411.406250 437629.000000 -14861.485352
2603 109198.718750 435045.843750 -14728.669922
2604 109010.890625 432535.687500 -14520.897461
2605 108815.687500 430090.812500 -14264.309570
2606 108560.523438 427707.218750 -14092.777344
2607 108193.968750 425355.812500 -14169.465820
2608 107729.914062 423067.843750 -14480.597656
2609 107236.960938 420779.218750 -14958.077148
2610 106702.421875 418397.906250 -15442.661133
2611 106183.093750 415906.281250 -15876.895508
2612 105763.203125 413338.812500 -16239.085938
2613 105400.492188 410686.812500 -16470.341797
2614 105060.960938 408095.250000 -16608.296875
2615 104745.085938 405538.437500 -16655.267578
2616 104446.132812 403040.218750 -16671.035156
2617 104136.171875 400555.468750 -16711.410156
2618 103820.453125 398031.250000 -16741.574219
2619 103535.648438 395479.562500 -16753.859375
2620 103280.742188 392944.406250 -16716.003906
2621 103052.898438 390428.406250 -16666.746094
2622 102846.914062 387908.812500 -16588.744141
2623 102653.000000 385392.718750 -16500.792969
2624 102474.445312 382867.281250 -16388.320312
2625 102317.140625 380376.125000 -16256.512695
2626 102165.195312 377880.687500 -16117.485352
2627 102018.226562 375406.968750 -15983.387695
2628 101873.210938 372931.718750 -15844.671875
2629 101720.343750 370435.562500 -15686.576172
2630 101598.023438 367931.937500 -15502.892578
2631 101483.429688 365454.937500 -15278.131836
2632 101378.757812 362984.437500 -15037.708008
2633 101271.984375 360552.937500 -14770.262695
2634 101158.835938 358167.906250 -14528.786133
2635 101041.359375 355788.281250 -14297.873047
2636 100932.531250 353455.906250 -14075.114258
2637 100834.726562 351142.437500 -13863.701172
2638 100758.257812 348812.843750 -13654.603516
2639 100719.039062 346481.843750 -13430.465820
2640 100741.187500 344170.656250 -13180.431641
2641 100811.007812 341928.625000 -12956.795898
2642 100909.789062 339665.437500 -12803.718750
2643 101025.453125 337486.875000 -12765.717773
2644 101146.179688 335287.312500 -12849.192383
2645 101283.898438 332977.218750 -13009.624023
2646 101454.632812 330479.906250 -13200.576172
2647 101696.257812 327876.218750 -13327.583984
2648 101973.289062 325281.687500 -13360.420898
2649 102258.859375 322773.375000 -13298.072266
2650 102562.164062 320344.375000 -13204.473633
2651 102865.195312 317941.781250 -13117.474609
2652 103163.742188 315487.125000 -13011.613281
2653 103424.046875 313068.250000 -12894.844727
2654 103679.390625 310726.531250 -12795.374023
2655 103954.710938 308374.531250 -12740.078125
2656 104273.789062 306013.968750 -12729.698242
2657 104671.484375 303591.437500 -12750.340820
2658 105087.328125 301242.375000 -12792.711914
2659 105581.421875 298862.500000 -12820.265625
2660 106078.367188 296555.281250 -12853.625000
2661 106552.750000 294188.218750 -12936.393555
2662 107111.093750 291886.312500 -13055.633789
2663 107811.539062 289648.500000 -13218.443359
2664 108829.937500 287582.312500 -13332.254883
2665 110076.320312 285672.625000 -13398.764648
2666 111442.359375 283806.343750 -13353.558594
2667 112708.468750 281949.625000 -13315.938477
2668 113721.468750 280115.500000 -13438.358398
2669 114841.226562 278500.625000 -13616.485352
2670 115900.898438 276816.812500 -13950.648438
2671 116966.867188 275010.250000 -14327.342773
2672 117427.640625 272643.093750 -14669.107422
2673 117627.195312 270061.375000 -14885.352539
2674 117778.468750 267564.156250 -14992.829102
2675 117935.726562 265119.250000 -15090.938477
2676 118149.929688 262734.625000 -15151.968750
2677 118382.203125 260414.953125 -15238.145508
2678 118672.875000 258114.984375 -15334.393555
2679 118970.289062 255775.031250 -15450.961914
2680 119310.578125 253365.015625 -15566.538086
2681 119492.859375 250824.437500 -15618.036133
2682 119574.000000 248108.312500 -15562.220703
2683 119623.687500 245553.781250 -15410.673828
2684 119659.085938 243095.125000 -15233.145508
2685 119675.875000 240671.000000 -15090.191406
2686 119689.046875 238240.093750 -14988.599609
2687 119756.750000 235851.890625 -14940.365234
2688 120465.617188 233687.187500 -15018.791016
2689 121390.062500 231710.812500 -15206.607422
2690 122251.710938 229578.312500 -15439.569336
2691 123070.453125 227345.562500 -15702.624023
2692 123806.562500 225002.734375 -15927.645508
2693 124479.273438 222583.000000 -16105.324219
2694 125036.906250 220168.734375 -16213.866211
2695 125619.546875 217774.203125 -16301.202148
2696 126202.398438 215383.734375 -16408.498047
2697 126766.398438 212966.421875 -16504.166016
2698 127311.601562 210566.187500 -16582.033203
2699 127851.093750 208164.906250 -16656.492188
2700 128412.203125 205739.375000 -16744.906250
2701 128963.578125 203358.078125 -16841.603516
2702 129500.671875 200990.062500 -16920.195312
2703 130023.804688 198618.093750 -16957.242188
2704 130558.679688 196292.968750 -16975.507812
2705 131091.781250 193938.953125 -16961.830078
2706 131613.156250 191598.906250 -16925.492188
2707 132112.984375 189241.031250 -16883.494141
2708 132612.093750 186870.734375 -16847.328125
2709 133103.531250 184456.937500 -16813.744141
2710 133598.968750 182054.859375 -16784.896484
2711 134105.750000 179647.437500 -16748.853516
2712 134610.125000 177261.781250 -16668.789062
2713 135096.375000 174914.968750 -16528.720703
2714 135596.187500 172619.031250 -16168.178711
2715 136107.828125 170268.906250 -15766.351562
2716 136658.531250 167693.234375 -15506.049805
2717 137263.812500 165158.937500 -15509.677734
2718 137823.453125 162778.296875 -15657.903320
2719 138328.687500 160443.500000 -15748.308594
2720 138797.750000 158100.578125 -15786.591797
2721 139286.500000 155643.078125 -15872.566406
2722 139804.968750 153199.171875 -16087.670898
2723 140315.078125 150841.656250 -16354.666016
2724 140771.515625 148522.453125 -16654.751953
2725 141197.640625 146179.500000 -16852.025391
2726 141604.109375 143831.078125 -16992.414062
2727 142001.500000 141461.937500 -17068.115234
2728 142416.984375 139085.140625 -17063.851562
2729 142856.187500 136704.765625 -17003.791016
2730 143309.968750 134322.406250 -16903.566406
2731 143771.859375 131938.046875 -16785.064453
2732 144221.671875 129547.851562 -16694.685547
2733 144663.859375 127156.460938 -16634.462891
2734 145117.812500 124768.664062 -16570.505859
2735 145578.296875 122381.710938 -16535.642578
2736 146057.750000 120000.000000 -16519.902344
2737 115506.210938 457754.062500 -14731.024414
2738 115952.742188 460000.000000 -14090.303711
2739 114972.312500 455420.375000 -15292.444336
2740 114408.414062 452932.687500 -15761.400391
2741 114014.828125 450377.656250 -16001.281250
2742 113678.539062 447911.343750 -16231.772461
2743 113330.304688 445439.437500 -16462.929688
2744 112956.820312 442909.937500 -16633.015625
2745 112603.078125 440314.375000 -16709.906250
2746 112315.726562 437633.468750 -16689.398438
2747 112117.757812 434985.218750 -16513.814453
2748 111951.664062 432457.968750 -16224.773438
2749 111777.015625 430038.187500 -15913.208008
2750 111504.875000 427711.156250 -15710.577148
2751 111143.812500 425396.968750 -15703.449219
2752 110760.046875 423059.218750 -15819.291016
2753 110373.359375 420715.906250 -16152.014648
2754 109978.765625 418379.937500 -16534.312500
2755 109546.531250 415888.906250 -16954.857422
2756 109144.039062 413259.437500 -17247.917969
2757 108785.460938 410666.281250 -17415.615234
2758 108429.757812 408147.968750 -17505.615234
2759 108048.171875 405599.406250 -17587.804688
2760 107743.390625 403074.625000 -17630.574219
2761 107470.992188 400594.218750 -17685.927734
2762 107177.460938 398094.875000 -17751.515625
2763 106881.500000 395556.125000 -17798.125000
2764 106599.460938 392991.531250 -17787.603516
2765 106346.632812 390445.406250 -17731.816406
2766 106161.992188 387904.000000 -17656.027344
2767 105994.929688 385355.218750 -17537.597656
2768 105848.234375 382837.968750 -17390.947266
2769 105717.414062 380343.718750 -17239.802734
2770 105584.125000 377853.156250 -17060.433594
2771 105456.656250 375384.312500 -16879.224609
2772 105326.648438 372909.125000 -16706.492188
2773 105203.750000 370409.125000 -16491.896484
2774 105106.179688 367907.187500 -16240.105469
2775 105026.312500 365439.406250 -15924.106445
2776 104930.687500 362988.906250 -15560.193359
2777 104811.070312 360589.281250 -15259.389648
2778 104678.796875 358220.093750 -14995.140625
2779 104537.187500 355849.718750 -14765.291016
2780 104408.937500 353529.875000 -14545.848633
2781 104302.992188 351220.843750 -14338.480469
2782 104236.625000 348899.312500 -14128.878906
2783 104200.976562 346577.843750 -13895.160156
2784 104221.125000 344277.031250 -13635.610352
2785 104265.539062 342047.718750 -13402.932617
2786 104335.289062 339806.625000 -13238.041016
2787 104405.335938 337631.406250 -13201.691406
2788 104502.093750 335387.843750 -13318.653320
2789 104609.335938 333107.406250 -13504.922852
2790 104754.625000 330597.500000 -13695.386719
2791 104937.429688 327987.187500 -13815.352539
2792 105159.328125 325404.531250 -13835.543945
2793 105388.429688 322885.000000 -13768.779297
2794 105641.617188 320423.375000 -13651.960938
2795 105926.414062 317978.406250 -13522.565430
2796 106217.429688 315594.437500 -13377.827148
2797 106445.718750 313249.812500 -13258.204102
2798 106656.500000 310891.500000 -13192.175781
2799 106874.570312 308499.062500 -13148.142578
2800 107166.515625 306060.625000 -13108.409180
2801 107558.382812 303607.031250 -13070.801758
2802 108007.921875 301165.656250 -13016.395508
2803 108486.164062 298775.062500 -12959.165039
2804 109037.851562 296483.312500 -12842.767578
2805 109590.632812 294245.812500 -12800.936523
2806 110194.250000 291988.593750 -12894.121094
2807 110914.632812 289718.843750 -13013.578125
2808 111933.265625 287561.156250 -13038.465820
2809 113042.109375 285628.250000 -12913.902344
2810 114150.906250 283772.656250 -12806.703125
2811 115190.132812 281923.187500 -12798.915039
2812 116119.226562 280081.156250 -13038.329102
2813 117218.226562 278451.718750 -13453.364258
2814 118279.250000 276708.187500 -13940.550781
2815 119404.539062 274880.250000 -14406.775391
2816 119906.617188 272581.000000 -14737.093750
2817 120109.937500 270124.937500 -14962.461914
2818 120283.523438 267671.250000 -15141.853516
2819 120444.828125 265252.750000 -15302.930664
2820 120636.804688 262864.687500 -15439.832031
2821 120907.179688 260548.734375 -15571.307617
2822 121168.570312 258208.375000 -15719.596680
2823 121455.210938 255838.890625 -15846.092773
2824 121771.625000 253411.500000 -15957.321289
2825 121911.164062 250866.125000 -15999.140625
2826 121922.500000 248202.968750 -15913.183594
2827 121924.796875 245595.031250 -15731.329102
2828 121974.468750 243145.187500 -15541.058594
2829 121996.109375 240723.703125 -15372.978516
2830 122015.023438 238309.046875 -15241.237305
2831 122103.750000 235965.109375 -15208.682617
2832 122781.539062 233818.171875 -15337.318359
2833 123717.132812 231834.000000 -15589.267578
2834 124618.320312 229681.671875 -15873.145508
2835 125434.625000 227424.218750 -16134.616211
2836 126153.929688 225105.781250 -16399.306641
2837 126782.843750 222693.156250 -16603.890625
2838 127327.257812 220271.546875 -16739.689453
2839 127909.296875 217846.718750 -16864.367188
2840 128489.796875 215431.234375 -16967.802734
2841 129041.171875 213008.093750 -17058.621094
2842 129563.906250 210604.359375 -17132.222656
2843 130089.015625 208203.312500 -17210.779297
2844 130631.648438 205780.140625 -17309.216797
2845 131169.203125 203394.015625 -17415.826172
2846 131676.312500 201027.390625 -17505.259766
2847 132196.250000 198660.500000 -17570.835938
2848 132719.312500 196332.843750 -17604.710938
2849 133237.781250 193978.953125 -17600.304688
2850 133741.578125 191627.312500 -17566.781250
2851 134221.625000 189267.296875 -17523.640625
2852 134697.203125 186894.718750 -17485.273438
2853 135169.265625 184478.343750 -17457.607422
2854 135647.921875 182077.343750 -17414.111328
2855 136143.203125 179672.875000 -17372.945312
2856 136636.187500 177314.625000 -17248.583984
2857 137113.953125 175012.843750 -17023.066406
2858 137640.171875 172776.750000 -16572.638672
2859 138225.218750 170360.109375 -16119.591797
2860 138799.765625 167707.828125 -15898.354492
2861 139335.906250 165134.500000 -16008.412109
2862 139818.406250 162780.859375 -16161.440430
2863 140291.906250 160497.625000 -16248.634766
2864 140736.234375 158141.187500 -16229.890625
2865 141207.593750 155661.890625 -16271.321289
2866 141687.203125 153126.937500 -16532.132812
2867 142175.765625 150771.890625 -16914.806641
2868 142589.046875 148477.484375 -17243.919922
2869 142970.296875 146168.343750 -17504.574219
2870 143349.406250 143830.000000 -17655.343750
2871 143732.140625 141464.187500 -17725.042969
2872 144130.140625 139089.796875 -17726.580078
2873 144550.718750 136709.484375 -17675.392578
2874 144979.109375 134324.203125 -17602.626953
2875 145409.453125 131936.093750 -17503.787109
2876 145837.343750 129546.250000 -17413.263672
2877 146266.484375 127156.164062 -17336.031250
2878 146701.625000 124767.375000 -17277.623047
2879 147137.140625 122378.757812 -17252.642578
