"ids","mesh_model_coordinates:0","mesh_model_coordinates:1","mesh_model_coordinates:2"
974,1.1451e+05,1.5098e+05,-9986.3
975,1.1529e+05,1.4863e+05,-9861.9
976,1.1604e+05,1.4625e+05,-9747.4
977,1.1675e+05,1.4387e+05,-9696
978,1.1741e+05,1.4149e+05,-9686.7
979,1.1806e+05,1.3911e+05,-9659.9
980,1.1871e+05,1.3673e+05,-9611.3
981,1.1934e+05,1.3433e+05,-9563.6
982,1.1998e+05,1.3194e+05,-9514.9
983,1.2062e+05,1.2955e+05,-9442
984,1.2129e+05,1.2716e+05,-9392.7
985,1.2198e+05,1.2477e+05,-9337.5
986,1.227e+05,1.2238e+05,-9331.8
149,1.2345e+05,1.2e+05,-9350.6
987,65321,4.575e+05,-7541.8
358,65453,4.6e+05,-7439
988,65185,4.5501e+05,-7668.6
989,65036,4.5252e+05,-7790.7
990,64871,4.5003e+05,-7944.5
991,64690,4.4753e+05,-8073.8
992,64498,4.4503e+05,-8180.6
993,64285,4.4253e+05,-8264.1
994,64048,4.4003e+05,-8320.5
995,63782,4.3753e+05,-8356.6
996,63475,4.3504e+05,-8383.3
997,63135,4.3256e+05,-8408.8
998,62773,4.3008e+05,-8431.9
999,62396,4.276e+05,-8445.5
1000,62028,4.2514e+05,-8460.9
1001,61640,4.2268e+05,-8477.9
1002,61248,4.2021e+05,-8502.5
1003,60850,4.1775e+05,-8535.7
1004,60456,4.1529e+05,-8574.2
1005,60082,4.1281e+05,-8614.9
1006,59735,4.1033e+05,-8654.5
1007,59409,4.0784e+05,-8690.3
1008,59106,4.0535e+05,-8715.9
1009,58824,4.0285e+05,-8723.4
1010,58561,4.0036e+05,-8729.1
1011,58313,3.9787e+05,-8743.3
1012,58078,3.9537e+05,-8761.4
1013,57862,3.9287e+05,-8773.3
1014,57657,3.9036e+05,-8776.1
1015,57462,3.8787e+05,-8776.2
1016,57276,3.8537e+05,-8778.6
1017,57102,3.8287e+05,-8794.6
1018,56942,3.8037e+05,-8818.9
1019,56794,3.7787e+05,-8822
1020,56660,3.7537e+05,-8822.3
1021,56538,3.7287e+05,-8820.3
1022,56424,3.7038e+05,-8837.8
1023,56316,3.6788e+05,-8844.5
1024,56218,3.6539e+05,-8855.7
1025,56121,3.6289e+05,-8846.8
1026,56047,3.604e+05,-8838.9
1027,55998,3.5792e+05,-8804
1028,55978,3.5546e+05,-8769.6
1029,55990,3.5301e+05,-8736.5
1030,56018,3.5056e+05,-8706.9
1031,56064,3.4809e+05,-8657.9
1032,56151,3.4562e+05,-8585.8
1033,56296,3.4317e+05,-8502.4
1034,56477,3.4072e+05,-8408.9
1035,56717,3.3827e+05,-8326.5
1036,57012,3.3584e+05,-8269
1037,57347,3.334e+05,-8237.7
1038,57699,3.3093e+05,-8206.2
1039,58067,3.2843e+05,-8153.2
1040,58463,3.2596e+05,-8081.1
1041,58857,3.2353e+05,-8011.1
1042,59266,3.2113e+05,-7964.6
1043,59677,3.1871e+05,-7943.7
1044,60070,3.1628e+05,-7939.8
1045,60498,3.1385e+05,-7951.1
1046,60927,3.1141e+05,-7960.8
1047,61379,3.0897e+05,-7970
1048,61833,3.0652e+05,-7971.2
1049,62329,3.0407e+05,-7968.3
1050,62865,3.0164e+05,-7967.3
1051,63409,2.9922e+05,-7958.4
1052,63964,2.9682e+05,-7963.9
1053,64568,2.9442e+05,-7976.9
1054,65223,2.9198e+05,-7995.8
1055,66021,2.896e+05,-8023.6
1056,67032,2.8738e+05,-8082.6
1057,68376,2.8547e+05,-8192.6
1058,69892,2.8372e+05,-8338
1059,71582,2.8194e+05,-8524.4
1060,73297,2.8013e+05,-8732.7
1061,74970,2.7825e+05,-8928.6
1062,76815,2.7667e+05,-9136.3
1063,78554,2.7509e+05,-9336.4
1064,80290,2.7356e+05,-9560.6
1065,81119,2.7141e+05,-9663.8
1066,81587,2.6897e+05,-9719.4
1067,82065,2.6653e+05,-9766.9
1068,82551,2.6407e+05,-9811.4
1069,83106,2.6161e+05,-9850.1
1070,83719,2.592e+05,-9861.3
1071,84323,2.5681e+05,-9840.5
1072,84919,2.5443e+05,-9804.9
1073,85521,2.5203e+05,-9763.4
1074,85841,2.4959e+05,-9688
1075,85953,2.4709e+05,-9588.7
1076,86040,2.4458e+05,-9489.1
1077,86095,2.4211e+05,-9394.1
1078,86167,2.3964e+05,-9306.4
1079,86263,2.3715e+05,-9223.5
1080,86465,2.3467e+05,-9169.6
1081,87586,2.325e+05,-9235
1082,89044,2.3054e+05,-9356
1083,90419,2.2847e+05,-9466.1
1084,91696,2.2631e+05,-9566.3
1085,92899,2.2413e+05,-9668.4
1086,94048,2.2194e+05,-9772.7
1087,94927,2.1965e+05,-9867.2
1088,95807,2.1734e+05,-10004
1089,96630,2.15e+05,-10153
1090,97417,2.1262e+05,-10300
1091,98140,2.1028e+05,-10464
1092,98858,2.0798e+05,-10657
1093,99579,2.0563e+05,-10902
1094,1.0032e+05,2.0326e+05,-11179
1095,1.0105e+05,2.0087e+05,-11425
1096,1.0179e+05,1.9843e+05,-11598
1097,1.0257e+05,1.9597e+05,-11671
1098,1.0335e+05,1.9353e+05,-11642
1099,1.0412e+05,1.9114e+05,-11511
1100,1.048e+05,1.888e+05,-11330
1101,1.0545e+05,1.865e+05,-11152
1102,1.0609e+05,1.8415e+05,-10993
1103,1.0676e+05,1.818e+05,-10875
1104,1.0746e+05,1.7942e+05,-10778
1105,1.0814e+05,1.7704e+05,-10677
1106,1.0883e+05,1.7465e+05,-10598
1107,1.0952e+05,1.7226e+05,-10532
1108,1.1024e+05,1.6985e+05,-10485
1109,1.1098e+05,1.6747e+05,-10464
1110,1.1174e+05,1.651e+05,-10448
1111,1.1251e+05,1.6273e+05,-10431
1112,1.1328e+05,1.6038e+05,-10437
1113,1.1405e+05,1.5802e+05,-10418
1114,1.1483e+05,1.5568e+05,-10403
1115,1.156e+05,1.5333e+05,-10354
1116,1.1637e+05,1.5099e+05,-10269
1117,1.1712e+05,1.4863e+05,-10164
1118,1.1783e+05,1.4625e+05,-10083
1119,1.1851e+05,1.4387e+05,-10033
1120,1.1914e+05,1.4149e+05,-10021
1121,1.1976e+05,1.3911e+05,-9992.8
1122,1.2038e+05,1.3673e+05,-9918.8
1123,1.2101e+05,1.3434e+05,-9855.6
1124,1.2165e+05,1.3195e+05,-9790.6
1125,1.223e+05,1.2955e+05,-9717.8
1126,1.2297e+05,1.2716e+05,-9666.2
1127,1.2366e+05,1.2477e+05,-9640.2
1128,1.2437e+05,1.2238e+05,-9637.7
150,1.2512e+05,1.2e+05,-9684.7
1129,68942,4.5751e+05,-7902.4
359,69085,4.6e+05,-7777.5
1130,68793,4.5502e+05,-8078.1
1131,68628,4.5254e+05,-8262.6
1132,68453,4.5005e+05,-8458.8
1133,68272,4.4754e+05,-8606.7
1134,68084,4.4504e+05,-8696.7
1135,67867,4.4253e+05,-8756.9
1136,67629,4.4003e+05,-8796.8
1137,67359,4.3754e+05,-8820.7
1138,67051,4.3505e+05,-8839.9
1139,66707,4.3257e+05,-8858.5
1140,66340,4.3009e+05,-8873.1
1141,65959,4.2761e+05,-8884.5
1142,65586,4.2515e+05,-8897.2
1143,65191,4.2269e+05,-8916.2
1144,64790,4.2023e+05,-8945.8
1145,64385,4.1778e+05,-9003.6
1146,63989,4.1531e+05,-9074.3
1147,63608,4.1283e+05,-9130
1148,63262,4.1034e+05,-9167.2
1149,62935,4.0786e+05,-9205.2
1150,62622,4.0537e+05,-9240
1151,62327,4.0287e+05,-9261
1152,62061,4.0037e+05,-9267.7
1153,61816,3.9787e+05,-9272.1
1154,61586,3.9537e+05,-9274.2
1155,61372,3.9287e+05,-9271.9
1156,61161,3.9037e+05,-9254.8
1157,60965,3.8787e+05,-9231.2
1158,60780,3.8537e+05,-9207.9
1159,60606,3.8287e+05,-9205.3
1160,60444,3.8037e+05,-9200.3
1161,60292,3.7787e+05,-9187.3
1162,60155,3.7537e+05,-9153.7
1163,60028,3.7288e+05,-9123.8
1164,59909,3.7039e+05,-9112.5
1165,59794,3.6789e+05,-9121.2
1166,59684,3.6541e+05,-9141.2
1167,59585,3.6291e+05,-9150.3
1168,59507,3.6042e+05,-9134.7
1169,59445,3.5794e+05,-9089.7
1170,59406,3.5549e+05,-9036.4
1171,59384,3.5306e+05,-9003.7
1172,59388,3.5063e+05,-8979.2
1173,59425,3.4818e+05,-8944.7
1174,59503,3.4572e+05,-8888.7
1175,59628,3.4328e+05,-8817.6
1176,59790,3.4083e+05,-8739.5
1177,60022,3.3837e+05,-8660.3
1178,60313,3.3592e+05,-8586.4
1179,60644,3.335e+05,-8539
1180,61002,3.3105e+05,-8504.2
1181,61370,3.2857e+05,-8459.6
1182,61729,3.2611e+05,-8401.4
1183,62107,3.2367e+05,-8347.5
1184,62495,3.2128e+05,-8321.5
1185,62882,3.1887e+05,-8325.6
1186,63277,3.1644e+05,-8340.7
1187,63669,3.1399e+05,-8355.7
1188,64086,3.1154e+05,-8366.2
1189,64562,3.091e+05,-8379.9
1190,65027,3.0665e+05,-8384
1191,65534,3.0419e+05,-8376.3
1192,66058,3.0174e+05,-8352.6
1193,66581,2.9934e+05,-8333
1194,67130,2.9695e+05,-8331.6
1195,67691,2.9455e+05,-8338.6
1196,68323,2.9211e+05,-8357.9
1197,69128,2.8972e+05,-8388.4
1198,70121,2.8751e+05,-8441.3
1199,71446,2.8557e+05,-8548.6
1200,72921,2.8381e+05,-8694
1201,74545,2.8202e+05,-8869.6
1202,76239,2.802e+05,-9073.4
1203,77827,2.7831e+05,-9258.4
1204,79608,2.7672e+05,-9481.5
1205,81332,2.7516e+05,-9704.7
1206,83056,2.736e+05,-9940.8
1207,83863,2.7144e+05,-10034
1208,84308,2.6901e+05,-10072
1209,84791,2.6657e+05,-10112
1210,85268,2.6411e+05,-10149
1211,85801,2.6166e+05,-10173
1212,86382,2.5924e+05,-10176
1213,86979,2.5685e+05,-10153
1214,87577,2.5446e+05,-10113
1215,88148,2.5208e+05,-10065
1216,88447,2.4965e+05,-9985.8
1217,88531,2.4716e+05,-9880.9
1218,88593,2.4467e+05,-9786.2
1219,88643,2.422e+05,-9696.7
1220,88698,2.3972e+05,-9610
1221,88783,2.3723e+05,-9536.8
1222,88969,2.3474e+05,-9478.8
1223,90083,2.3255e+05,-9558.1
1224,91517,2.3057e+05,-9692.8
1225,92872,2.285e+05,-9814.4
1226,94134,2.2633e+05,-9919.8
1227,95359,2.2417e+05,-10027
1228,96433,2.2193e+05,-10116
1229,97302,2.1966e+05,-10210
1230,98145,2.1734e+05,-10324
1231,98963,2.1501e+05,-10462
1232,99711,2.1264e+05,-10613
1233,1.0042e+05,2.1033e+05,-10774
1234,1.0111e+05,2.0802e+05,-10984
1235,1.0182e+05,2.0564e+05,-11241
1236,1.0256e+05,2.0328e+05,-11508
1237,1.0327e+05,2.0087e+05,-11740
1238,1.0403e+05,1.9842e+05,-11912
1239,1.048e+05,1.9593e+05,-11958
1240,1.0558e+05,1.9351e+05,-11896
1241,1.063e+05,1.9116e+05,-11748
1242,1.0695e+05,1.8884e+05,-11572
1243,1.076e+05,1.8654e+05,-11404
1244,1.0824e+05,1.8419e+05,-11255
1245,1.0888e+05,1.8183e+05,-11126
1246,1.0955e+05,1.7945e+05,-11019
1247,1.1023e+05,1.7707e+05,-10932
1248,1.109e+05,1.7468e+05,-10856
1249,1.1159e+05,1.7228e+05,-10803
1250,1.1229e+05,1.6987e+05,-10776
1251,1.1302e+05,1.6748e+05,-10761
1252,1.1375e+05,1.6511e+05,-10745
1253,1.1449e+05,1.6275e+05,-10725
1254,1.1524e+05,1.6039e+05,-10717
1255,1.1598e+05,1.5803e+05,-10700
1256,1.1673e+05,1.5568e+05,-10690
1257,1.1746e+05,1.5334e+05,-10653
1258,1.182e+05,1.5099e+05,-10581
1259,1.1891e+05,1.4862e+05,-10501
1260,1.1959e+05,1.4624e+05,-10434
1261,1.2024e+05,1.4387e+05,-10398
1262,1.2084e+05,1.4149e+05,-10385
1263,1.2145e+05,1.3911e+05,-10331
1264,1.2209e+05,1.3673e+05,-10245
1265,1.2272e+05,1.3434e+05,-10164
1266,1.2336e+05,1.3195e+05,-10095
1267,1.2402e+05,1.2956e+05,-10020
1268,1.2468e+05,1.2716e+05,-9975.1
1269,1.2536e+05,1.2477e+05,-9986.2
1270,1.2606e+05,1.2238e+05,-9989.7
151,1.2677e+05,1.2e+05,-10044
1271,72560,4.5751e+05,-8315.4
360,72714,4.6e+05,-8143.3
1272,72403,4.5503e+05,-8522.3
1273,72240,4.5255e+05,-8731.9
1274,72073,4.5005e+05,-8917.9
1275,71890,4.4755e+05,-9045.1
1276,71689,4.4504e+05,-9137.2
1277,71454,4.4254e+05,-9207.6
1278,71199,4.4004e+05,-9249.5
1279,70923,4.3754e+05,-9265.6
1280,70608,4.3506e+05,-9280
1281,70255,4.3258e+05,-9301.5
1282,69878,4.301e+05,-9330.2
1283,69482,4.2763e+05,-9358.2
1284,69101,4.2517e+05,-9391.9
1285,68687,4.2271e+05,-9419.2
1286,68277,4.2026e+05,-9457.4
1287,67874,4.1781e+05,-9538.4
1288,67474,4.1534e+05,-9631.4
1289,67086,4.1285e+05,-9693.1
1290,66736,4.1036e+05,-9732.6
1291,66411,4.0788e+05,-9764.1
1292,66096,4.054e+05,-9820.6
1293,65797,4.0289e+05,-9871.2
1294,65521,4.0038e+05,-9883.4
1295,65282,3.9787e+05,-9861.7
1296,65063,3.9537e+05,-9828.6
1297,64854,3.9287e+05,-9803.5
1298,64644,3.9037e+05,-9773.2
1299,64448,3.8787e+05,-9734.8
1300,64262,3.8537e+05,-9689.3
1301,64090,3.8287e+05,-9657.2
1302,63925,3.8038e+05,-9632.5
1303,63771,3.7788e+05,-9600.2
1304,63629,3.7538e+05,-9553.2
1305,63495,3.7289e+05,-9509.2
1306,63372,3.7039e+05,-9482
1307,63254,3.6791e+05,-9471.7
1308,63145,3.6542e+05,-9477.6
1309,63044,3.6293e+05,-9476.4
1310,62960,3.6044e+05,-9445.8
1311,62892,3.5797e+05,-9394.7
1312,62839,3.5554e+05,-9345.5
1313,62805,3.5312e+05,-9324.4
1314,62796,3.507e+05,-9312.6
1315,62821,3.4825e+05,-9280.7
1316,62890,3.4581e+05,-9231.3
1317,63005,3.4338e+05,-9169.9
1318,63162,3.4095e+05,-9104
1319,63376,3.3847e+05,-9028.9
1320,63639,3.3602e+05,-8941.7
1321,63939,3.336e+05,-8873.8
1322,64279,3.3117e+05,-8828.6
1323,64634,3.2871e+05,-8790.9
1324,64999,3.2625e+05,-8754.7
1325,65371,3.2383e+05,-8721.9
1326,65749,3.2145e+05,-8716.6
1327,66120,3.1904e+05,-8741.8
1328,66476,3.1661e+05,-8783.1
1329,66861,3.1412e+05,-8818.7
1330,67298,3.1163e+05,-8826.3
1331,67763,3.0921e+05,-8819.8
1332,68225,3.0677e+05,-8805.6
1333,68715,3.0432e+05,-8791.7
1334,69211,3.0186e+05,-8762.3
1335,69708,2.9947e+05,-8739.3
1336,70235,2.9708e+05,-8735.5
1337,70802,2.9469e+05,-8748.4
1338,71431,2.9223e+05,-8758.8
1339,72213,2.8983e+05,-8777.8
1340,73184,2.8762e+05,-8822.3
1341,74457,2.8568e+05,-8920.8
1342,75889,2.8391e+05,-9063.9
1343,77484,2.821e+05,-9246.1
1344,79157,2.8029e+05,-9443.8
1345,80678,2.784e+05,-9632.7
1346,82395,2.768e+05,-9862.2
1347,84108,2.7522e+05,-10098
1348,85821,2.7363e+05,-10333
1349,86598,2.7149e+05,-10422
1350,87027,2.6904e+05,-10448
1351,87480,2.666e+05,-10478
1352,87935,2.6414e+05,-10501
1353,88456,2.6169e+05,-10518
1354,89031,2.5929e+05,-10517
1355,89618,2.5689e+05,-10491
1356,90183,2.545e+05,-10437
1357,90743,2.5213e+05,-10391
1358,91022,2.4972e+05,-10312
1359,91083,2.4725e+05,-10216
1360,91122,2.4475e+05,-10124
1361,91164,2.4229e+05,-10041
1362,91214,2.398e+05,-9960.6
1363,91289,2.373e+05,-9884.7
1364,91484,2.3481e+05,-9834.3
1365,92573,2.326e+05,-9919.6
1366,93987,2.3061e+05,-10068
1367,95325,2.2853e+05,-10204
1368,96572,2.2636e+05,-10312
1369,97780,2.2419e+05,-10418
1370,98807,2.2194e+05,-10495
1371,99646,2.1967e+05,-10566
1372,1.0046e+05,2.1735e+05,-10671
1373,1.0126e+05,2.1503e+05,-10807
1374,1.0198e+05,2.1267e+05,-10953
1375,1.0267e+05,2.1034e+05,-11123
1376,1.0335e+05,2.0804e+05,-11339
1377,1.0406e+05,2.0564e+05,-11598
1378,1.0477e+05,2.0328e+05,-11865
1379,1.0549e+05,2.0086e+05,-12106
1380,1.0624e+05,1.984e+05,-12257
1381,1.0703e+05,1.9592e+05,-12272
1382,1.0778e+05,1.9353e+05,-12179
1383,1.0846e+05,1.912e+05,-12021
1384,1.0909e+05,1.8889e+05,-11845
1385,1.0972e+05,1.8658e+05,-11674
1386,1.1035e+05,1.8422e+05,-11520
1387,1.1098e+05,1.8186e+05,-11396
1388,1.1164e+05,1.7948e+05,-11290
1389,1.1231e+05,1.7709e+05,-11211
1390,1.1297e+05,1.747e+05,-11161
1391,1.1364e+05,1.723e+05,-11121
1392,1.1432e+05,1.6989e+05,-11095
1393,1.1502e+05,1.675e+05,-11081
1394,1.1573e+05,1.6512e+05,-11063
1395,1.1645e+05,1.6276e+05,-11048
1396,1.1716e+05,1.604e+05,-11031
1397,1.1787e+05,1.5805e+05,-11016
1398,1.1859e+05,1.5569e+05,-11005
1399,1.1928e+05,1.5334e+05,-10981
1400,1.1999e+05,1.5099e+05,-10933
1401,1.2067e+05,1.4862e+05,-10867
1402,1.2132e+05,1.4624e+05,-10820
1403,1.2195e+05,1.4386e+05,-10793
1404,1.2257e+05,1.4149e+05,-10766
1405,1.2318e+05,1.3911e+05,-10717
1406,1.2382e+05,1.3674e+05,-10619
1407,1.2447e+05,1.3435e+05,-10519
1408,1.2511e+05,1.3195e+05,-10434
1409,1.2576e+05,1.2956e+05,-10356
1410,1.264e+05,1.2716e+05,-10327
1411,1.2706e+05,1.2477e+05,-10330
1412,1.2774e+05,1.2238e+05,-10357
152,1.2843e+05,1.2e+05,-10430
1413,76185,4.5752e+05,-8701.2
361,76342,4.6e+05,-8519.9
1414,76031,4.5503e+05,-8891.3
1415,75879,4.5254e+05,-9056
1416,75715,4.5005e+05,-9198.1
1417,75514,4.4756e+05,-9347.9
1418,75284,4.4508e+05,-9525.4
1419,75031,4.4257e+05,-9650.4
1420,74766,4.4006e+05,-9724.1
1421,74479,4.3755e+05,-9748.2
1422,74165,4.3506e+05,-9751.8
1423,73812,4.3259e+05,-9771.1
1424,73428,4.3013e+05,-9816
1425,73023,4.2767e+05,-9872.1
1426,72618,4.252e+05,-9931.4
1427,72174,4.2275e+05,-10003
1428,71765,4.203e+05,-10080
1429,71346,4.1784e+05,-10171
1430,70944,4.1536e+05,-10254
1431,70562,4.1287e+05,-10320
1432,70216,4.1037e+05,-10351
1433,69892,4.0789e+05,-10374
1434,69580,4.0542e+05,-10427
1435,69274,4.0292e+05,-10496
1436,68989,4.0039e+05,-10522
1437,68740,3.9786e+05,-10488
1438,68516,3.9536e+05,-10420
1439,68307,3.9287e+05,-10363
1440,68095,3.9037e+05,-10315
1441,67898,3.8787e+05,-10262
1442,67710,3.8537e+05,-10203
1443,67535,3.8287e+05,-10148
1444,67370,3.8038e+05,-10096
1445,67216,3.7788e+05,-10043
1446,67070,3.7539e+05,-9988.1
1447,66931,3.729e+05,-9935.5
1448,66803,3.704e+05,-9891.1
1449,66684,3.6791e+05,-9852.1
1450,66571,3.6543e+05,-9826.1
1451,66464,3.6294e+05,-9806.8
1452,66369,3.6046e+05,-9770.7
1453,66291,3.58e+05,-9719.9
1454,66231,3.5558e+05,-9671.3
1455,66190,3.5317e+05,-9652.8
1456,66173,3.5076e+05,-9648.8
1457,66188,3.4832e+05,-9631.6
1458,66247,3.4588e+05,-9578.1
1459,66366,3.4347e+05,-9517.6
1460,66539,3.4105e+05,-9452.7
1461,66746,3.386e+05,-9381.8
1462,66979,3.3615e+05,-9313.6
1463,67258,3.3371e+05,-9249
1464,67577,3.3129e+05,-9203.3
1465,67928,3.2884e+05,-9166.3
1466,68292,3.264e+05,-9140.2
1467,68658,3.2398e+05,-9122.7
1468,69021,3.2162e+05,-9141.3
1469,69378,3.1924e+05,-9201.2
1470,69719,3.168e+05,-9279.9
1471,70063,3.1427e+05,-9330
1472,70460,3.1174e+05,-9325.4
1473,70892,3.0931e+05,-9297.6
1474,71311,3.0689e+05,-9279.6
1475,71769,3.0443e+05,-9261.4
1476,72265,3.0197e+05,-9223.4
1477,72771,2.9957e+05,-9201.3
1478,73322,2.9718e+05,-9198
1479,73894,2.9479e+05,-9182.6
1480,74494,2.9234e+05,-9172.5
1481,75260,2.8996e+05,-9181.7
1482,76185,2.8774e+05,-9217.2
1483,77443,2.8579e+05,-9322.2
1484,78838,2.8401e+05,-9464
1485,80425,2.822e+05,-9647.2
1486,82009,2.8036e+05,-9840.4
1487,83483,2.7847e+05,-10033
1488,85210,2.7687e+05,-10277
1489,86893,2.7527e+05,-10511
1490,88543,2.7368e+05,-10740
1491,89305,2.7153e+05,-10828
1492,89711,2.6908e+05,-10851
1493,90157,2.6663e+05,-10870
1494,90605,2.6418e+05,-10886
1495,91113,2.6174e+05,-10894
1496,91672,2.5932e+05,-10887
1497,92239,2.5693e+05,-10847
1498,92775,2.5455e+05,-10798
1499,93299,2.522e+05,-10747
1500,93537,2.4981e+05,-10674
1501,93570,2.4734e+05,-10581
1502,93632,2.4485e+05,-10503
1503,93668,2.4237e+05,-10424
1504,93708,2.3988e+05,-10350
1505,93808,2.3737e+05,-10280
1506,94004,2.3487e+05,-10224
1507,95073,2.3266e+05,-10325
1508,96448,2.3067e+05,-10480
1509,97773,2.2857e+05,-10623
1510,99024,2.2641e+05,-10746
1511,1.0016e+05,2.2422e+05,-10833
1512,1.0113e+05,2.2194e+05,-10900
1513,1.0194e+05,2.1964e+05,-10954
1514,1.0276e+05,2.1735e+05,-11048
1515,1.0355e+05,2.1505e+05,-11178
1516,1.0426e+05,2.1271e+05,-11326
1517,1.0494e+05,2.1038e+05,-11509
1518,1.0562e+05,2.0806e+05,-11727
1519,1.0631e+05,2.0566e+05,-11993
1520,1.0702e+05,2.0327e+05,-12260
1521,1.0773e+05,2.0085e+05,-12487
1522,1.0847e+05,1.9834e+05,-12610
1523,1.0922e+05,1.9593e+05,-12592
1524,1.0993e+05,1.9356e+05,-12472
1525,1.1059e+05,1.9124e+05,-12311
1526,1.1123e+05,1.8894e+05,-12137
1527,1.1184e+05,1.8662e+05,-11961
1528,1.1246e+05,1.8426e+05,-11810
1529,1.1308e+05,1.819e+05,-11699
1530,1.1374e+05,1.7951e+05,-11604
1531,1.1438e+05,1.7712e+05,-11536
1532,1.1503e+05,1.7472e+05,-11501
1533,1.1568e+05,1.7231e+05,-11455
1534,1.1634e+05,1.699e+05,-11428
1535,1.1701e+05,1.6751e+05,-11423
1536,1.1768e+05,1.6514e+05,-11412
1537,1.1837e+05,1.6277e+05,-11396
1538,1.1905e+05,1.6041e+05,-11377
1539,1.1974e+05,1.5805e+05,-11358
1540,1.2042e+05,1.5569e+05,-11354
1541,1.2109e+05,1.5334e+05,-11343
1542,1.2177e+05,1.5098e+05,-11315
1543,1.2243e+05,1.4862e+05,-11269
1544,1.2308e+05,1.4624e+05,-11237
1545,1.2372e+05,1.4386e+05,-11215
1546,1.2433e+05,1.4149e+05,-11206
1547,1.2496e+05,1.3911e+05,-11138
1548,1.2559e+05,1.3673e+05,-11051
1549,1.2623e+05,1.3435e+05,-10944
1550,1.2687e+05,1.3196e+05,-10828
1551,1.275e+05,1.2956e+05,-10740
1552,1.2813e+05,1.2717e+05,-10710
1553,1.2877e+05,1.2477e+05,-10720
1554,1.2941e+05,1.2238e+05,-10769
153,1.3007e+05,1.2e+05,-10845
1555,79818,4.5751e+05,-9006.7
362,79971,4.6e+05,-8877.8
1556,79672,4.5502e+05,-9095.5
1557,79516,4.5253e+05,-9202
1558,79337,4.5005e+05,-9377.2
1559,79125,4.476e+05,-9646.3
1560,78861,4.4513e+05,-9945.9
1561,78577,4.4261e+05,-10168
1562,78300,4.4009e+05,-10279
1563,78011,4.3757e+05,-10322
1564,77691,4.3507e+05,-10321
1565,77337,4.3261e+05,-10336
1566,76954,4.3016e+05,-10386
1567,76541,4.2771e+05,-10464
1568,76132,4.2525e+05,-10568
1569,75710,4.228e+05,-10670
1570,75284,4.2033e+05,-10772
1571,74874,4.1786e+05,-10862
1572,74474,4.1537e+05,-10934
1573,74095,4.1287e+05,-10976
1574,73749,4.1037e+05,-10994
1575,73426,4.0788e+05,-11000
1576,73126,4.0542e+05,-11029
1577,72831,4.0294e+05,-11095
1578,72545,4.0041e+05,-11141
1579,72280,3.9787e+05,-11115
1580,72043,3.9536e+05,-11040
1581,71827,3.9286e+05,-10965
1582,71619,3.9037e+05,-10900
1583,71419,3.8787e+05,-10834
1584,71226,3.8537e+05,-10767
1585,71045,3.8287e+05,-10698
1586,70877,3.8038e+05,-10626
1587,70718,3.7788e+05,-10554
1588,70571,3.7539e+05,-10485
1589,70431,3.729e+05,-10421
1590,70303,3.7041e+05,-10350
1591,70179,3.6792e+05,-10286
1592,70061,3.6544e+05,-10232
1593,69951,3.6296e+05,-10191
1594,69854,3.6048e+05,-10152
1595,69769,3.5803e+05,-10100
1596,69700,3.5561e+05,-10051
1597,69655,3.5321e+05,-10027
1598,69634,3.5082e+05,-10021
1599,69642,3.484e+05,-10014
1600,69693,3.4596e+05,-9968.5
1601,69796,3.4355e+05,-9889.8
1602,69936,3.4115e+05,-9815.5
1603,70109,3.3874e+05,-9754.4
1604,70336,3.363e+05,-9711.9
1605,70594,3.3385e+05,-9664.8
1606,70903,3.314e+05,-9624.4
1607,71245,3.2896e+05,-9589.9
1608,71596,3.2653e+05,-9565.8
1609,71945,3.2413e+05,-9558
1610,72301,3.2175e+05,-9585.3
1611,72655,3.1942e+05,-9664.6
1612,72982,3.1701e+05,-9776.9
1613,73316,3.1445e+05,-9863.9
1614,73648,3.119e+05,-9877.3
1615,74025,3.0945e+05,-9852.2
1616,74416,3.0701e+05,-9839.3
1617,74874,3.0452e+05,-9818.8
1618,75364,3.0206e+05,-9767.5
1619,75867,2.9964e+05,-9714.2
1620,76398,2.9727e+05,-9672.5
1621,76974,2.9489e+05,-9646.8
1622,77564,2.9247e+05,-9608.5
1623,78300,2.9008e+05,-9608.7
1624,79206,2.8786e+05,-9643.4
1625,80429,2.859e+05,-9745.4
1626,81803,2.8413e+05,-9892.8
1627,83331,2.823e+05,-10076
1628,84862,2.8045e+05,-10269
1629,86322,2.7855e+05,-10464
1630,88008,2.7694e+05,-10703
1631,89653,2.7532e+05,-10942
1632,91273,2.7373e+05,-11184
1633,92006,2.7157e+05,-11266
1634,92415,2.6912e+05,-11283
1635,92858,2.6667e+05,-11294
1636,93294,2.6421e+05,-11302
1637,93775,2.6176e+05,-11297
1638,94318,2.5936e+05,-11281
1639,94852,2.5697e+05,-11244
1640,95351,2.5463e+05,-11195
1641,95825,2.5231e+05,-11153
1642,96013,2.4992e+05,-11091
1643,96045,2.4743e+05,-11013
1644,96090,2.4493e+05,-10933
1645,96124,2.4245e+05,-10858
1646,96200,2.3995e+05,-10790
1647,96290,2.3742e+05,-10715
1648,96495,2.3492e+05,-10655
1649,97549,2.3271e+05,-10758
1650,98907,2.3071e+05,-10929
1651,1.0019e+05,2.286e+05,-11066
1652,1.0141e+05,2.2644e+05,-11192
1653,1.0251e+05,2.2424e+05,-11279
1654,1.0345e+05,2.2194e+05,-11324
